,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP_CAT,EDU,PINCP_DECILE,DVET,DREM,DPHY,DEYE,DEAR
PUMA,0.0,-0.0020958174457804514,-0.007286176119762781,0.024690872113463488,0.030874689285362238,-0.0032152096830657118,-0.005438755292708958,0.008008596371891274,0.014645649894169666,-0.014565255347731107,0.0,-0.002142786298485227,0.005800522539507081,-0.021400287064059498,-0.016198998649804893,0.021461900218976364,0.026154455360363246,0.0009100514354052243,0.010244157661500195
AGEP,-0.0020958174457804514,0.0,-0.01435601326423331,0.0703618955001663,0.00660838514249934,0.03507232265551005,0.004825211481501612,-0.009583288139185686,0.0029345393751725735,0.00914664334897966,0.002095817445780448,0.07590345734127854,0.00017960644386594282,-0.0060890624024667606,0.0010183007060599325,0.002403879367258277,0.014261661654814156,-0.0024093334523942744,0.016471510821925772
SEX,-0.007286176119762781,-0.01435601326423331,-1.6653345369377348e-15,0.011682272397357606,0.006906023531831296,0.0190499088550536,0.012807276489021698,0.0318530628790167,0.01683948635148107,0.008129532845835181,0.007286176119762785,0.023439509262815107,0.007159263991364365,0.006865409024632979,-0.018878802668598815,-0.021715937260462448,-0.02801971938002653,0.01973683388210994,0.011350948094245701
MSP,0.024690872113463488,0.0703618955001663,0.011682272397357606,1.3322676295501878e-15,0.023797833791082027,0.028681426239962678,-0.05795141933116227,-0.039693044593808846,0.04730409020279128,-0.018917144980032545,-0.024690872113463366,-0.002036672333188494,0.007694788558626209,0.048294647109955846,-0.006917765046127986,-0.016173830019006574,-0.015976655587661814,-0.028960507280609463,-0.005232986003089361
HISP,0.030874689285362238,0.00660838514249934,0.006906023531831296,0.023797833791082027,-4.440892098500626e-15,0.0027074924717996607,-0.07281286828065553,-0.06473497218462901,0.025109346653143863,-0.00010951468963264765,-0.030874689285362245,-0.013371271700898697,-0.0003559088251506859,-0.019723728784096728,-0.0069808213036960005,-0.00891156559076893,-0.024010627356512958,0.017777809424192423,0.006316850617580548
RAC1P,-0.0032152096830657118,0.03507232265551005,0.0190499088550536,0.028681426239962678,0.0027074924717996607,5.10702591327572e-15,-0.07791981509572687,-0.04147052718615479,-0.018885848661656414,0.04503520179855969,0.0032152096830656424,0.028167791522480546,0.04832835916948905,0.03626346470578823,0.01874277043571511,0.06787622172125077,0.040902794868412154,-0.027578349306632877,0.003379251874868726
NOC,-0.005438755292708958,0.004825211481501612,0.012807276489021698,-0.05795141933116227,-0.07281286828065553,-0.07791981509572687,-9.992007221626409e-16,-0.00620675686688088,-0.003274301015651737,0.008890654577417029,0.0054387552927092075,-0.011060332633354292,0.06120417050729826,0.049492448776171594,0.011954517264419692,-0.00170457441269517,-0.003052981190156831,0.007079990929760832,0.003305263095767119
NPF,0.008008596371891274,-0.009583288139185686,0.0318530628790167,-0.039693044593808846,-0.06473497218462901,-0.04147052718615479,-0.00620675686688088,1.1102230246251565e-16,-0.004753844914832495,0.03830162104123867,-0.008008596371891316,0.020972884721604163,0.036508046148589546,0.031016876629246515,-0.012832095600799823,-0.0010280969780586957,-0.008504080120378357,0.028315151208905223,0.017786344153295774
HOUSING_TYPE,0.014645649894169666,0.0029345393751725735,0.01683948635148107,0.04730409020279128,0.025109346653143863,-0.018885848661656414,-0.003274301015651737,-0.004753844914832495,1.6764367671839864e-14,-0.006620805175167832,-0.014645649894169666,-0.06628093309008617,-0.0182022408246102,-0.01475765142976837,0.0007866296704532455,-0.017664749123748283,0.0109583607251841,0.0325277577767798,0.009004958720082307
OWN_RENT,-0.014565255347731107,0.00914664334897966,0.008129532845835181,-0.018917144980032545,-0.00010951468963264765,0.04503520179855969,0.008890654577417029,0.03830162104123867,-0.006620805175167832,0.0,0.014565255347731287,0.010245499663531991,0.009567563344777957,-0.015118006954844089,-0.001286042856609613,0.0027948131300154777,-0.015733105042256515,-0.04517879238370642,-0.0017441887648908805
DENSITY,0.0,0.002095817445780448,0.007286176119762785,-0.024690872113463366,-0.030874689285362245,0.0032152096830656424,0.0054387552927092075,-0.008008596371891316,-0.014645649894169666,0.014565255347731287,0.0,0.0021427862984853066,-0.005800522539507018,0.02140028706405946,0.01619899864980491,-0.021461900218976336,-0.026154455360363205,-0.000910051435405311,-0.010244157661500143
INDP_CAT,-0.002142786298485227,0.07590345734127854,0.023439509262815107,-0.002036672333188494,-0.013371271700898697,0.028167791522480546,-0.011060332633354292,0.020972884721604163,-0.06628093309008617,0.010245499663531991,0.0021427862984853066,-1.6653345369377348e-15,0.04610427842254183,0.03751558003959332,0.041018840139114304,0.01892257336084674,-0.006140664957791531,0.001961132731469181,-0.006156081787912396
EDU,0.005800522539507081,0.00017960644386594282,0.007159263991364365,0.007694788558626209,-0.0003559088251506859,0.04832835916948905,0.06120417050729826,0.036508046148589546,-0.0182022408246102,0.009567563344777957,-0.005800522539507018,0.04610427842254183,0.0,0.010786983882278944,-0.006752619182699919,-0.0026178054998063915,0.006765044146888888,0.012692773618511769,0.0016150556223639492
PINCP_DECILE,-0.021400287064059498,-0.0060890624024667606,0.006865409024632979,0.048294647109955846,-0.019723728784096728,0.03626346470578823,0.049492448776171594,0.031016876629246515,-0.01475765142976837,-0.015118006954844089,0.02140028706405946,0.03751558003959332,0.010786983882278944,3.3306690738754696e-16,0.005122547557311979,0.00033957685886365496,0.01398072017708818,0.0036253503090153683,0.014712254384890641
DVET,-0.016198998649804893,0.0010183007060599325,-0.018878802668598815,-0.006917765046127986,-0.0069808213036960005,0.01874277043571511,0.011954517264419692,-0.012832095600799823,0.0007866296704532455,-0.001286042856609613,0.01619899864980491,0.041018840139114304,-0.006752619182699919,0.005122547557311979,-1.7763568394002505e-15,0.016418724113320723,0.029372589823892004,0.025983652007763,0.016031206122486957
DREM,0.021461900218976364,0.002403879367258277,-0.021715937260462448,-0.016173830019006574,-0.00891156559076893,0.06787622172125077,-0.00170457441269517,-0.0010280969780586957,-0.017664749123748283,0.0027948131300154777,-0.021461900218976336,0.01892257336084674,-0.0026178054998063915,0.00033957685886365496,0.016418724113320723,0.0,0.0032342028039984427,-0.012878401622325078,-0.007357395828331732
DPHY,0.026154455360363246,0.014261661654814156,-0.02801971938002653,-0.015976655587661814,-0.024010627356512958,0.040902794868412154,-0.003052981190156831,-0.008504080120378357,0.0109583607251841,-0.015733105042256515,-0.026154455360363205,-0.006140664957791531,0.006765044146888888,0.01398072017708818,0.029372589823892004,0.0032342028039984427,0.0,-0.03606934454856494,-0.04125959010538606
DEYE,0.0009100514354052243,-0.0024093334523942744,0.01973683388210994,-0.028960507280609463,0.017777809424192423,-0.027578349306632877,0.007079990929760832,0.028315151208905223,0.0325277577767798,-0.04517879238370642,-0.000910051435405311,0.001961132731469181,0.012692773618511769,0.0036253503090153683,0.025983652007763,-0.012878401622325078,-0.03606934454856494,0.0,-0.047615428221156414
DEAR,0.010244157661500195,0.016471510821925772,0.011350948094245701,-0.005232986003089361,0.006316850617580548,0.003379251874868726,0.003305263095767119,0.017786344153295774,0.009004958720082307,-0.0017441887648908805,-0.010244157661500143,-0.006156081787912396,0.0016150556223639492,0.014712254384890641,0.016031206122486957,-0.007357395828331732,-0.04125959010538606,-0.047615428221156414,0.0
