,Target samples,Deid. samples
0,73,0
1,0,0
2,60,1
3,0,0
4,0,0
5,356,20
6,1277,84
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,948,213
19,0,0
20,0,0
21,0,0
22,62,18
23,0,0
24,22,7
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,1784,891
34,0,0
35,0,0
36,6728,3744
37,1193,709
38,0,0
39,0,0
40,0,0
41,0,0
42,4125,2996
43,0,0
44,76,59
45,4608,3759
46,0,0
47,0,0
48,0,0
49,0,0
50,1605,1632
51,0,0
52,0,0
53,0,0
54,2349,2760
55,0,0
56,465,598
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,33,56
64,1158,2082
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,242,663
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,61,251
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,11,134
93,0,0
94,6,94
95,0,0
96,7,181
97,3,105
98,0,0
99,1,6196
