,Target samples,Deid. samples
0,0,0
1,0,0
2,0,0
3,2348,70
4,709,26
5,0,0
6,1246,74
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,199,34
16,0,0
17,1650,349
18,0,0
19,1627,388
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,528,176
26,0,0
27,59,22
28,5328,2101
29,0,0
30,0,0
31,0,0
32,2147,989
33,38,19
34,0,0
35,0,0
36,2033,1135
37,0,0
38,0,0
39,324,210
40,0,0
41,0,0
42,0,0
43,3487,2608
44,0,0
45,0,0
46,121,103
47,17,15
48,331,311
49,0,0
50,2,2
51,858,895
52,0,0
53,0,0
54,450,522
55,0,0
56,140,188
57,0,0
58,0,0
59,0,0
60,0,0
61,54,84
62,0,0
63,0,0
64,0,0
65,0,0
66,2474,4900
67,0,0
68,86,186
69,204,452
70,266,635
71,7,17
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,45,154
78,0,0
79,0,0
80,0,0
81,45,191
82,0,0
83,0,0
84,66,335
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,87,858
92,32,393
93,153,2015
94,12,196
95,0,0
96,3,71
97,46,1630
98,3,169
99,28,4730
