,Target samples,Deid. samples
0,133,0
1,0,0
2,195,3
3,35,1
4,0,0
5,0,0
6,0,0
7,64,5
8,162,15
9,20,2
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,5,1
18,0,0
19,0,0
20,183,45
21,57,15
22,0,0
23,48,14
24,0,0
25,27,9
26,0,0
27,0,0
28,0,0
29,0,0
30,137,60
31,0,0
32,0,0
33,392,195
34,0,0
35,0,0
36,0,0
37,913,526
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,8,6
44,5,4
45,0,0
46,13,11
47,272,245
48,1052,962
49,0,0
50,0,0
51,0,0
52,0,0
53,639,711
54,0,0
55,0,0
56,84,109
57,135,184
58,0,0
59,0,0
60,2,3
61,1782,2760
62,0,0
63,0,0
64,0,0
65,148,269
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,8,20
72,1078,2758
73,0,0
74,18,50
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,3,12
81,12,51
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,3,48
95,0,0
96,0,0
97,0,0
98,1,40
99,0,142
