,Target samples,Deid. samples
0,21,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,23,2
9,0,0
10,0,0
11,8,1
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,8,2
21,26,7
22,7,2
23,0,0
24,0,0
25,0,0
26,0,0
27,16,6
28,34,14
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,59,36
39,0,0
40,0,0
41,10,7
42,0,0
43,0,0
44,0,0
45,79,65
46,0,0
47,0,0
48,1451,1336
49,699,665
50,3989,4002
51,0,0
52,1053,1130
53,0,0
54,0,0
55,0,0
56,4,5
57,0,0
58,0,0
59,0,0
60,8,12
61,0,0
62,87,140
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,6,13
69,35,79
70,0,0
71,4,10
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,6,30
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,1,10
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,60
