,Target samples,Deid. samples
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,1549,92
7,0,0
8,0,0
9,0,0
10,0,0
11,7728,984
12,0,0
13,316,48
14,2377,394
15,4990,894
16,0,0
17,0,0
18,0,0
19,1020,247
20,0,0
21,0,0
22,1261,355
23,701,215
24,324,101
25,139,46
26,0,0
27,1236,457
28,54,21
29,0,0
30,0,0
31,1107,500
32,0,0
33,0,0
34,29,15
35,0,0
36,0,0
37,128,75
38,798,492
39,0,0
40,0,0
41,0,0
42,99,72
43,0,0
44,815,639
45,375,306
46,0,0
47,0,0
48,215,200
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,71,83
55,120,148
56,0,0
57,0,0
58,0,0
59,0,0
60,153,230
61,28,44
62,0,0
63,0,0
64,0,0
65,361,673
66,0,0
67,0,0
68,0,0
69,37,82
70,89,210
71,77,189
72,0,0
73,0,0
74,318,898
75,0,0
76,0,0
77,66,225
78,83,288
79,0,0
80,0,0
81,41,175
82,0,0
83,44,217
84,5,26
85,3,17
86,0,0
87,0,0
88,79,579
89,65,542
90,154,1338
91,0,0
92,0,0
93,86,1087
94,0,0
95,50,992
96,0,0
97,8,245
98,11,598
99,43,12214
