,DENSITY,DPHY,DREM,PINCP_DECILE,HISP,HOUSING_TYPE,DVET,EDU,MSP,PUMA,NPF,DEAR,RAC1P,SEX,INDP_CAT,DEYE,OWN_RENT,AGEP,NOC
DENSITY,1.1879386363489175e-14,0.03120454999892556,-0.002941611213361693,0.08668407987257176,-0.4634926934551872,-0.022299600233816316,0.006181595935644774,0.13518312134272858,-0.09277786253973341,-0.7647832687587163,0.07046277141186179,-0.03360928720122084,0.015856551768906782,0.012415366796206367,-0.04201705921838465,0.05548167607985992,-0.09793210108174276,0.07194962598676252,0.08132412015510175
DPHY,0.03120454999892556,1.5543122344752192e-15,-0.8828021100239078,-0.2544680753702082,-0.00945618671379763,-0.0802351105657613,0.006029558430102154,-0.44942865743797283,-0.2797613025931333,0.06405696449973033,0.16074837289451185,-0.008279026463609937,0.006615800140106237,-0.011127176242585565,-0.3086910443678711,0.01147629097201524,0.05310305020730415,-0.2959190354588469,0.21653003415941235
DREM,-0.002941611213361693,-0.8828021100239078,9.992007221626409e-16,-0.24818049230256406,-0.04308344195093955,-0.04791466401356961,0.02397134618597172,-0.47901481567064036,-0.3340207082523014,0.023600886636781032,0.187895934688098,0.03414679862700805,0.03179663881751921,-0.043181282027258655,-0.28224458759287596,0.004942691823199577,0.06568043755199889,-0.2944423799139283,0.18101400935797085
PINCP_DECILE,0.08668407987257176,-0.2544680753702082,-0.24818049230256406,0.0,0.07455687027943156,0.004043858622519866,-0.12348400254346972,-0.39561242625541543,-0.4634402945418239,-0.02401440292648427,0.21780857127210176,0.06277048439367768,0.10096420847691712,0.07360210283883896,-0.5207590694837828,-0.020532632423743098,0.012245002048703366,-0.286894436001378,0.27529246327598933
HISP,-0.4634926934551872,-0.00945618671379763,-0.04308344195093955,0.07455687027943156,2.1760371282653068e-14,0.03852201657977016,0.035025106577488536,0.14262050289852476,-0.037229359569641955,-0.17508829865953462,0.05143352577678305,-0.07202727646255659,-0.191145154895224,-0.02980164654743577,0.016589524327075198,0.01952743016023068,-0.17791603938079234,0.0005017156328505357,0.07638068457620885
HOUSING_TYPE,-0.022299600233816316,-0.0802351105657613,-0.04791466401356961,0.004043858622519866,0.03852201657977016,0.0,0.05518874026921869,0.05312490729729028,-0.24033043485506506,0.0026699319746162405,0.41214438369680784,0.00024793168499668335,0.0666724922427109,0.04977984945566067,0.021024609712911962,-0.0060512648197357626,0.5804406451581977,0.11015287379742095,0.3858290684486083
DVET,0.006181595935644774,0.006029558430102154,0.02397134618597172,-0.12348400254346972,0.035025106577488536,0.05518874026921869,-6.661338147750939e-15,-0.04932961513970686,0.019714965981766273,-0.03239191050647195,0.03979097023601424,0.1079034951502878,0.026724993660003776,0.08223360285083246,-0.06416309606847365,0.03970832195773581,-0.0017458006359247899,-0.07922466318634211,0.03332399510814869
EDU,0.13518312134272858,-0.44942865743797283,-0.47901481567064036,-0.39561242625541543,0.14262050289852476,0.05312490729729028,-0.04932961513970686,0.0,-0.3697778767745936,-0.011592461934218234,0.12713532792560642,0.026981895271869373,0.07755556459194769,-0.026535539902072507,-0.5226546628250032,-0.06221296221204066,0.011898557375080117,-0.21837847744850758,0.19442350837305103
MSP,-0.09277786253973341,-0.2797613025931333,-0.3340207082523014,-0.4634402945418239,-0.037229359569641955,-0.24033043485506506,0.019714965981766273,-0.3697778767745936,-3.6637359812630166e-15,-0.12935943700497815,0.5084823094399855,-0.015324172914368325,0.08874234849205753,0.009442409547445156,-0.2627303247289332,0.04770875691482399,0.10249889162819001,-0.27931078910189466,0.4112556201669483
PUMA,-0.7647832687587163,0.06405696449973033,0.023600886636781032,-0.02401440292648427,-0.17508829865953462,0.0026699319746162405,-0.03239191050647195,-0.011592461934218234,-0.12935943700497815,3.1086244689504383e-15,0.23488123148239928,-0.07366109994642311,0.12895571817609144,-0.03747723198003109,-0.18074098954102713,-0.02130340240190148,-0.1778654698783469,0.0023899269975261317,0.0829431809802206
NPF,0.07046277141186179,0.16074837289451185,0.187895934688098,0.21780857127210176,0.05143352577678305,0.41214438369680784,0.03979097023601424,0.12713532792560642,0.5084823094399855,0.23488123148239928,1.887379141862766e-15,-0.09252453383863926,-0.1340828950129885,0.00046776988534566813,0.2349386114289869,-0.021040333990906886,-0.16273732605369035,0.10828370512596305,-0.5785912419767496
DEAR,-0.03360928720122084,-0.008279026463609937,0.03414679862700805,0.06277048439367768,-0.07202727646255659,0.00024793168499668335,0.1079034951502878,0.026981895271869373,-0.015324172914368325,-0.07366109994642311,-0.09252453383863926,0.0,-0.07365655831694162,-0.024448602688335444,-0.10850846242790194,-0.116311438764023,-0.0021734334072298633,0.19910777297883722,-0.09100921948009807
RAC1P,0.015856551768906782,0.006615800140106237,0.03179663881751921,0.10096420847691712,-0.191145154895224,0.0666724922427109,0.026724993660003776,0.07755556459194769,0.08874234849205753,0.12895571817609144,-0.1340828950129885,-0.07365655831694162,4.107825191113079e-15,-0.012381650189714193,0.11310982119100238,-0.07018977459909756,-0.07569872018875844,0.08238202897347727,-0.0773841470110238
SEX,0.012415366796206367,-0.011127176242585565,-0.043181282027258655,0.07360210283883896,-0.02980164654743577,0.04977984945566067,0.08223360285083246,-0.026535539902072507,0.009442409547445156,-0.03747723198003109,0.00046776988534566813,-0.024448602688335444,-0.012381650189714193,1.6431300764452317e-14,-0.01692357679999589,-0.0018099820956867796,-0.04699235598546467,-0.09251677080455104,0.02771178846838878
INDP_CAT,-0.04201705921838465,-0.3086910443678711,-0.28224458759287596,-0.5207590694837828,0.016589524327075198,0.021024609712911962,-0.06416309606847365,-0.5226546628250032,-0.2627303247289332,-0.18074098954102713,0.2349386114289869,-0.10850846242790194,0.11310982119100238,-0.01692357679999589,1.3433698597964394e-14,-0.08530382137917861,-0.03919684820082292,-0.12510741286283714,0.2033184551440548
DEYE,0.05548167607985992,0.01147629097201524,0.004942691823199577,-0.020532632423743098,0.01952743016023068,-0.0060512648197357626,0.03970832195773581,-0.06221296221204066,0.04770875691482399,-0.02130340240190148,-0.021040333990906886,-0.116311438764023,-0.07018977459909756,-0.0018099820956867796,-0.08530382137917861,2.0539125955565396e-14,0.025129845600427157,0.09097462606008348,-0.06022921601551203
OWN_RENT,-0.09793210108174276,0.05310305020730415,0.06568043755199889,0.012245002048703366,-0.17791603938079234,0.5804406451581977,-0.0017458006359247899,0.011898557375080117,0.10249889162819001,-0.1778654698783469,-0.16273732605369035,-0.0021734334072298633,-0.07569872018875844,-0.04699235598546467,-0.03919684820082292,0.025129845600427157,6.8833827526759706e-15,0.008623844335177946,-0.26741777358538305
AGEP,0.07194962598676252,-0.2959190354588469,-0.2944423799139283,-0.286894436001378,0.0005017156328505357,0.11015287379742095,-0.07922466318634211,-0.21837847744850758,-0.27931078910189466,0.0023899269975261317,0.10828370512596305,0.19910777297883722,0.08238202897347727,-0.09251677080455104,-0.12510741286283714,0.09097462606008348,0.008623844335177946,0.0,0.26636944091852394
NOC,0.08132412015510175,0.21653003415941235,0.18101400935797085,0.27529246327598933,0.07638068457620885,0.3858290684486083,0.03332399510814869,0.19442350837305103,0.4112556201669483,0.0829431809802206,-0.5785912419767496,-0.09100921948009807,-0.0773841470110238,0.02771178846838878,0.2033184551440548,-0.06022921601551203,-0.26741777358538305,0.26636944091852394,0.0
