,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP_CAT,EDU,PINCP_DECILE,DVET,DREM,DPHY,DEYE,DEAR
PUMA,9.547918011776346e-15,0.0013377107603271508,-0.007725670441696433,-0.004736019772698623,-0.016351721802541623,-0.02647241220263643,0.00573611470074376,-0.0024645131025851294,-0.010172690012825905,0.004798967813374893,-0.014558704868277705,0.012835769874840204,0.00999940158678321,0.019512497505819168,-0.00681204684290731,-0.0055172696641510605,-0.0032430542801577464,-0.007666935632255862,0.0002817774753870045
AGEP,0.0013377107603271508,-5.551115123125783e-16,0.0010566796095684977,0.018136947257972352,-0.01757496863878419,-0.004737726748621773,0.003491873898556319,-0.0014009407603550184,0.01154652457745313,0.0017732454901980554,-6.896489279721585e-05,0.00879262781969603,-0.004832037911706499,0.006717966018703336,0.010124144685027231,0.0075857356029024325,-0.002098993284787798,-0.0068019320402983585,0.010046063091214252
SEX,-0.007725670441696433,0.0010566796095684977,-7.882583474838611e-15,-0.043013214832410475,0.017137605545184762,0.016490519207846447,0.011356649955821748,0.013106364962726838,-0.009805774719222162,0.005963751088207675,-0.006295114256162044,-0.0016056785103376256,-0.016011645942584224,-0.010098015540004529,-0.0017251478479554938,-0.017482869453347816,-0.01563748314786538,0.010326628369218077,-0.014958301421062144
MSP,-0.004736019772698623,0.018136947257972352,-0.043013214832410475,0.0,-0.0422895207883903,-0.005755042412391715,0.0007551617700359281,-0.01148318533388376,0.004221478028161613,-0.005773238727434665,-0.0035515751325448618,-0.009152788230334385,0.006945935383363577,0.003903202965268554,-0.0033950715302599327,-0.006438347275499412,-0.003877590033683709,-0.006936208801487369,-0.003789268930114442
HISP,-0.016351721802541623,-0.01757496863878419,0.017137605545184762,-0.0422895207883903,2.220446049250313e-15,-0.0012851807865302267,0.015118822754753125,0.017540691245374884,-0.008383209859665529,-0.005395788186156297,0.00842292129030027,-0.030689082376239914,-0.02697556548529506,-0.0256268625635227,0.007484733174323632,-0.037631102798815756,-0.03757429194953841,-0.01748959309767806,-0.015229764451998761
RAC1P,-0.02647241220263643,-0.004737726748621773,0.016490519207846447,-0.005755042412391715,-0.0012851807865302267,0.0,0.001620925954452089,-0.003003189111709423,-0.003294107058420174,-0.0016610302352751613,-0.009916537370760453,-0.022316886329734897,-0.011036730534076139,-0.011065072777356813,0.004594658893736069,-0.02191141627546636,-0.020186954117783887,0.007825716037959868,-0.005938225609923471
NOC,0.00573611470074376,0.003491873898556319,0.011356649955821748,0.0007551617700359281,0.015118822754753125,0.001620925954452089,0.0,0.008199660389017982,-0.006855456228938989,0.004764882484282307,-0.0015521162556088666,-0.002585829518568672,0.0013486537588532355,-0.011244441566113095,-0.010161383230021723,-0.011853396516566833,-0.007901358300883066,0.0015626569744655733,-0.013194549918021409
NPF,-0.0024645131025851294,-0.0014009407603550184,0.013106364962726838,-0.01148318533388376,0.017540691245374884,-0.003003189111709423,0.008199660389017982,-3.6637359812630166e-15,-0.010765751712841665,0.01021232464978673,-0.016294572949753783,-0.0026119033213250487,-0.0019467229281108223,-0.010037681199680404,0.005979474936280003,-0.006554685405564198,-0.001678976362746512,0.00467983639125355,-0.011918053317534288
HOUSING_TYPE,-0.010172690012825905,0.01154652457745313,-0.009805774719222162,0.004221478028161613,-0.008383209859665529,-0.003294107058420174,-0.006855456228938989,-0.010765751712841665,3.3861802251067274e-14,-0.013325172194480428,0.0037253994267539767,-0.007802227025772074,0.0026099135879505,0.003544467315042335,-4.663371998465948e-05,-0.007653583611569606,0.002730753866134618,-0.0006890580169563315,0.012907320330533711
OWN_RENT,0.004798967813374893,0.0017732454901980554,0.005963751088207675,-0.005773238727434665,-0.005395788186156297,-0.0016610302352751613,0.004764882484282307,0.01021232464978673,-0.013325172194480428,0.0,-0.0029537282583951066,0.012581772716118808,0.004235800931142425,0.008364065505242074,0.010050170591106976,0.013166494323488025,0.011721262901836699,-0.003620262630475579,-0.01700182736588767
DENSITY,-0.014558704868277705,-6.896489279721585e-05,-0.006295114256162044,-0.0035515751325448618,0.00842292129030027,-0.009916537370760453,-0.0015521162556088666,-0.016294572949753783,0.0037253994267539767,-0.0029537282583951066,-3.6637359812630166e-15,0.0011772255607659238,-0.0016238667382889177,0.012020259792192158,-0.006072864897010102,-0.009283296589277868,-0.008868661304970491,-0.020089879027035795,-0.015060760514319501
INDP_CAT,0.012835769874840204,0.00879262781969603,-0.0016056785103376256,-0.009152788230334385,-0.030689082376239914,-0.022316886329734897,-0.002585829518568672,-0.0026119033213250487,-0.007802227025772074,0.012581772716118808,0.0011772255607659238,-4.107825191113079e-15,0.005540315878040547,-0.0023092459497708884,-0.022594568311678723,-0.0012842676901580474,0.0002323967677156924,0.01160711305833581,0.011717520015239624
EDU,0.00999940158678321,-0.004832037911706499,-0.016011645942584224,0.006945935383363577,-0.02697556548529506,-0.011036730534076139,0.0013486537588532355,-0.0019467229281108223,0.0026099135879505,0.004235800931142425,-0.0016238667382889177,0.005540315878040547,4.107825191113079e-15,-0.0038723694401874287,-0.007394193455020112,-0.00483731780819352,-0.007034994314330245,-0.018981492290729755,-0.004553106181368935
PINCP_DECILE,0.019512497505819168,0.006717966018703336,-0.010098015540004529,0.003903202965268554,-0.0256268625635227,-0.011065072777356813,-0.011244441566113095,-0.010037681199680404,0.003544467315042335,0.008364065505242074,0.012020259792192158,-0.0023092459497708884,-0.0038723694401874287,-7.771561172376096e-16,-0.003091154385984174,0.002866605982128456,-0.0037281266562658733,-0.0018594358143957923,0.013164098981025378
DVET,-0.00681204684290731,0.010124144685027231,-0.0017251478479554938,-0.0033950715302599327,0.007484733174323632,0.004594658893736069,-0.010161383230021723,0.005979474936280003,-4.663371998465948e-05,0.010050170591106976,-0.006072864897010102,-0.022594568311678723,-0.007394193455020112,-0.003091154385984174,0.0,0.0017078927832013136,-0.0037395491913166795,-0.01600498894010981,0.01836345339704558
DREM,-0.0055172696641510605,0.0075857356029024325,-0.017482869453347816,-0.006438347275499412,-0.037631102798815756,-0.02191141627546636,-0.011853396516566833,-0.006554685405564198,-0.007653583611569606,0.013166494323488025,-0.009283296589277868,-0.0012842676901580474,-0.00483731780819352,0.002866605982128456,0.0017078927832013136,9.992007221626409e-16,-0.0018787466462378832,0.007623275332245671,0.0006209358257729747
