,feature,divergence
14,PINCP,3.4364389045582744
11,INDP,3.319373537743957
13,EDU,3.090049333517133
23,WGTP,3.0133879781420765
12,INDP_CAT,2.2827182498077865
16,POVPIP,2.1093219052429513
22,PWGTP,1.7938836161441858
1,AGEP,1.401280980228349
15,PINCP_DECILE,1.3965353172715083
7,NPF,0.10478639597977311
2,SEX,0.06911159733245631
0,PUMA,0.053248754784296914
10,DENSITY,0.053248754784296914
3,MSP,0.05090179316096756
6,NOC,0.045156299065041906
5,RAC1P,0.01886120020835045
9,OWN_RENT,0.01108248891976489
4,HISP,0.010987520664442193
19,DPHY,0.007836914902343693
18,DREM,0.0058384181803067675
21,DEAR,0.0050679992698065
20,DEYE,0.003944443013743314
17,DVET,0.0029483081038656385
8,HOUSING_TYPE,0.0011080866575670853
