,DENSITY,DPHY,DREM,PINCP_DECILE,HISP,HOUSING_TYPE,DVET,EDU,MSP,PUMA,NPF,DEAR,RAC1P,SEX,INDP_CAT,DEYE,OWN_RENT,AGEP,NOC
DENSITY,7.061018436615996e-14,0.0036519952757762923,0.0037908911364300975,-0.03645071760136263,0.05942111391537505,-0.03765396951089027,0.015948507095265838,-0.13901857214353933,-0.03816424441141811,0.30703159272533787,0.08804689491275264,-0.0022975101943647144,-0.018623418149689347,-0.004994026607145829,-0.05965467589623225,0.012990155432933009,0.01731956019510153,0.025325971080893434,0.0055914806204986345
DPHY,0.0036519952757762923,-8.526512829121202e-14,-0.08758244486354261,-0.019758268358221698,0.023135788159184628,0.002269065482491738,0.016232326433570296,-0.03406356613132072,0.0028186495123443955,0.017964753468408458,0.01716277004007072,-0.013797205213215195,0.022913117643455997,0.006340664033394969,-0.03818165291787379,0.010699698294643137,0.0149652724658783,-0.010944449165567471,-0.0030831462611943805
DREM,0.0037908911364300975,-0.08758244486354261,2.1094237467877974e-15,-0.009447721712614099,0.028791801230007893,0.0009250602585641164,0.013336032693830692,-0.0388839746852771,-0.012034275386225646,0.00829714747525457,0.013867449773971696,-0.0077279932172006245,0.016852062471024335,-0.01403522294592761,-0.04706976727982057,0.0109777337571128,-8.415462242033003e-05,-0.018035863117260853,-0.014786178227003594
PINCP_DECILE,-0.03645071760136263,-0.019758268358221698,-0.009447721712614099,-2.9976021664879227e-15,0.0055728696517800685,0.0029751876094724627,-0.005135821743728161,-0.0437142346794781,-0.005745306194854777,0.00015264952024150562,0.027864336584963456,0.023913866153897387,0.011955625788395985,0.008253544260570483,-0.0862790988253358,0.006287706659008418,-0.015870467996890226,-0.060491451753758196,-0.00406582398222799
HISP,0.05942111391537505,0.023135788159184628,0.028791801230007893,0.0055728696517800685,6.572520305780927e-14,0.008055053419990934,0.007700458215885362,0.0025760193351678923,-0.0015320349125590889,-0.017611470021636697,-0.009313056951840912,0.006375674037735181,-0.04215105323678944,0.009587323449972901,-0.028107582386865303,0.04489855710134808,-0.03166660960326935,-0.011981954780631701,0.0038608685114234972
HOUSING_TYPE,-0.03765396951089027,0.002269065482491738,0.0009250602585641164,0.0029751876094724627,0.008055053419990934,1.2945200467129325e-13,0.007214726210414139,0.007845894037400125,-0.006353226168100579,0.00929503317167836,0.04196646087800687,-0.013083045050492941,0.042266581844074835,0.00614398544509271,0.01986151205528485,-0.0038527042654260026,0.0720396732448147,-0.0018420464169609518,0.10407755907653646
DVET,0.015948507095265838,0.016232326433570296,0.013336032693830692,-0.005135821743728161,0.007700458215885362,0.007214726210414139,-4.574118861455645e-14,-0.004663999541190879,0.018149779502266008,-0.013157815460477288,-0.028217635641911494,0.0609691057995376,-0.020886463559802743,0.04336710753347817,0.03592954369281796,0.06311479025677592,-0.0062532002087113455,-0.04258991343958558,0.024155942889250437
EDU,-0.13901857214353933,-0.03406356613132072,-0.0388839746852771,-0.0437142346794781,0.0025760193351678923,0.007845894037400125,-0.004663999541190879,-2.1316282072803006e-14,-0.010827834430411798,0.004956289124063998,0.02333216449370773,-0.020363837654243228,0.010673917611322761,0.007954051517316443,-0.06611962819854628,0.02641967459110845,-0.005209026234726265,-0.035720484404156816,0.0010241408509201189
MSP,-0.03816424441141811,0.0028186495123443955,-0.012034275386225646,-0.005745306194854777,-0.0015320349125590889,-0.006353226168100579,0.018149779502266008,-0.010827834430411798,4.829470157119431e-14,-0.0074090001460388605,0.056573997032143,-0.0047304930997771,0.032086115979241894,-0.00855050674624669,-0.06204636718256046,-0.00672776588262116,0.01308023577046697,-0.025066069959131437,0.04633830470361894
PUMA,0.30703159272533787,0.017964753468408458,0.00829714747525457,0.00015264952024150562,-0.017611470021636697,0.00929503317167836,-0.013157815460477288,0.004956289124063998,-0.0074090001460388605,-9.880984919163893e-15,0.022462107586889934,-0.012382985448330726,-0.02389120602504776,-0.01090477791651157,-0.016131977266559273,-0.019725736370157905,-0.009968868435737806,0.0077001697064377,-0.011356892061193169
NPF,0.08804689491275264,0.01716277004007072,0.013867449773971696,0.027864336584963456,-0.009313056951840912,0.04196646087800687,-0.028217635641911494,0.02333216449370773,0.056573997032143,0.022462107586889934,6.472600233564663e-14,-0.02524355964031115,-0.03145474867034413,0.006240693255885221,0.021876342394920006,-0.044857971577827095,-0.025939393481219222,0.050305816728789754,-0.14644553047630438
DEAR,-0.0022975101943647144,-0.013797205213215195,-0.0077279932172006245,0.023913866153897387,0.006375674037735181,-0.013083045050492941,0.0609691057995376,-0.020363837654243228,-0.0047304930997771,-0.012382985448330726,-0.02524355964031115,-1.318944953254686e-13,-0.014301526813048214,-0.004495730178798611,-0.05052872026780003,-0.007871868426870765,0.036310367374208855,0.03672177012987082,-0.00676332183825594
RAC1P,-0.018623418149689347,0.022913117643455997,0.016852062471024335,0.011955625788395985,-0.04215105323678944,0.042266581844074835,-0.020886463559802743,0.010673917611322761,0.032086115979241894,-0.02389120602504776,-0.03145474867034413,-0.014301526813048214,-6.894484982922222e-14,-0.02037952730311269,0.004936496647136652,-0.0015227830991210584,-0.005838487570889478,0.011801102577703879,0.015391295943632213
SEX,-0.004994026607145829,0.006340664033394969,-0.01403522294592761,0.008253544260570483,0.009587323449972901,0.00614398544509271,0.04336710753347817,0.007954051517316443,-0.00855050674624669,-0.01090477791651157,0.006240693255885221,-0.004495730178798611,-0.02037952730311269,0.0,0.0334284735872336,-0.012317140010050829,-0.003643467609988446,-0.0027723962051355577,0.0018074089279380683
INDP_CAT,-0.05965467589623225,-0.03818165291787379,-0.04706976727982057,-0.0862790988253358,-0.028107582386865303,0.01986151205528485,0.03592954369281796,-0.06611962819854628,-0.06204636718256046,-0.016131977266559273,0.021876342394920006,-0.05052872026780003,0.004936496647136652,0.0334284735872336,3.2085445411667024e-14,-0.0048511613588467645,-0.02930883482438936,0.030329385711684725,0.01568276036281649
DEYE,0.012990155432933009,0.010699698294643137,0.0109777337571128,0.006287706659008418,0.04489855710134808,-0.0038527042654260026,0.06311479025677592,0.02641967459110845,-0.00672776588262116,-0.019725736370157905,-0.044857971577827095,-0.007871868426870765,-0.0015227830991210584,-0.012317140010050829,-0.0048511613588467645,-5.206945985491984e-14,0.017075002959240356,0.050363971629154916,0.0037783187422874773
OWN_RENT,0.01731956019510153,0.0149652724658783,-8.415462242033003e-05,-0.015870467996890226,-0.03166660960326935,0.0720396732448147,-0.0062532002087113455,-0.005209026234726265,0.01308023577046697,-0.009968868435737806,-0.025939393481219222,0.036310367374208855,-0.005838487570889478,-0.003643467609988446,-0.02930883482438936,0.017075002959240356,-5.939693181744587e-14,0.002035612459859351,-0.09045574159214058
AGEP,0.025325971080893434,-0.010944449165567471,-0.018035863117260853,-0.060491451753758196,-0.011981954780631701,-0.0018420464169609518,-0.04258991343958558,-0.035720484404156816,-0.025066069959131437,0.0077001697064377,0.050305816728789754,0.03672177012987082,0.011801102577703879,-0.0027723962051355577,0.030329385711684725,0.050363971629154916,0.002035612459859351,-4.6629367034256575e-15,0.021895598040441777
NOC,0.0055914806204986345,-0.0030831462611943805,-0.014786178227003594,-0.00406582398222799,0.0038608685114234972,0.10407755907653646,0.024155942889250437,0.0010241408509201189,0.04633830470361894,-0.011356892061193169,-0.14644553047630438,-0.00676332183825594,0.015391295943632213,0.0018074089279380683,0.01568276036281649,0.0037783187422874773,-0.09045574159214058,0.021895598040441777,1.7985612998927536e-14
