,Target samples,Deid. samples
0,69,0
1,0,0
2,161,4
3,0,0
4,303,13
5,0,0
6,198,13
7,0,0
8,482,40
9,0,0
10,9,1
11,0,0
12,0,0
13,0,0
14,1209,199
15,1415,248
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,252,70
23,0,0
24,0,0
25,0,0
26,0,0
27,138,52
28,0,0
29,0,0
30,600,260
31,0,0
32,0,0
33,32,16
34,191,100
35,744,409
36,505,278
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,35,44
57,0,0
58,0,0
59,327,466
60,139,212
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,291,588
68,0,0
69,0,0
70,0,0
71,0,0
72,56,141
73,0,0
74,0,0
75,0,0
76,201,640
77,0,0
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,65,345
85,0,0
86,0,0
87,0,0
88,0,0
89,48,396
90,0,0
91,17,177
92,0,0
93,0,0
94,132,2195
95,6,124
96,8,191
97,1,30
98,0,0
99,0,382
