,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,1.1102230246251565e-16,-0.0015409370649625172,-0.003798624246408657,-0.0052219130079628594,-0.005231409698931882,-0.01846926064548147,-0.002946350033864538,0.005051033648267693,-0.011623584590315816,-0.001165499662720601
AGEP,-0.0015409370649625154,-1.1102230246251565e-16,0.006963727723163365,-0.024525552230654696,-0.0032574895464181075,-0.0002903925811109237,0.01563527129498632,0.005777998035166709,0.005804160073941814,-0.2921737387384994
SEX,-0.003798624246408657,0.006963727723163372,0.0,0.007717804965562309,-0.014174890668819882,-0.004086311647067942,-0.006835536255936893,0.0021567022818547443,0.001440189075778038,-0.020540996760456648
MSP,-0.0052219130079628594,-0.024525552230654724,0.007717804965562302,0.0,-0.0017250716234449986,0.01118296154880296,0.012050887577001734,0.010515097268079476,0.004306134084634452,-0.3578256727053172
HISP,-0.005231409698931883,-0.0032574895464181075,-0.014174890668819882,-0.0017250716234450021,0.0,0.006443547361088528,-0.001760558989105765,-0.01755457886352557,0.0021962509921749154,0.06646162446412479
RAC1P,-0.01846926064548147,-0.0002903925811109376,-0.004086311647067943,0.011182961548802963,0.006443547361088514,0.0,0.0012246005810675684,0.0035584941612988655,-0.003154449915758445,0.022031107665360462
NOC,-0.002946350033864538,0.015635271294986264,-0.006835536255936896,0.012050887577001679,-0.001760558989105765,0.0012246005810675614,2.220446049250313e-16,-0.002854363701046858,0.008228241285304722,0.23714614268576933
NPF,0.005051033648267686,0.005777998035166654,0.0021567022818547443,0.01051509726807942,-0.01755457886352557,0.0035584941612988794,-0.002854363701046858,1.1102230246251565e-16,0.002100850087512117,0.183038687520712
OWN_RENT,-0.01162358459031582,0.005804160073941814,0.001440189075778038,0.00430613408463445,0.0021962509921749154,-0.003154449915758438,0.00822824128530475,0.002100850087512117,0.0,0.035158214034352514
PINCP_DECILE,-0.001165499662720601,-0.2921737387384994,-0.020540996760456648,-0.35782567270531723,0.06646162446412479,0.02203110766536047,0.23714614268576933,0.183038687520712,0.035158214034352514,0.0
