,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,4.440892098500626e-16,5.287738122456559e-05,3.2535022905746946e-05,5.00660516428858e-05,2.4160828153818592e-05,4.390716292360097e-05,6.575953920351374e-05,3.0001548741331874e-05,-0.00024788982924787983,0.00048670357783733853
SEX,5.287738122456559e-05,-3.219646771412954e-15,9.219179812804817e-06,4.229879735671328e-05,1.8923276570839698e-05,3.68253297601262e-05,7.23039290072558e-05,3.8683814247569837e-05,-0.00010816474680289123,0.00022178221352689344
MSP,3.2535022905746946e-05,9.219179812804817e-06,0.0,2.4129022468761564e-05,9.54948025211344e-06,2.093312544628953e-05,3.065682124031577e-05,2.096189952488503e-05,-8.207456711285636e-05,0.00017262437272535375
RAC1P,5.00660516428858e-05,4.229879735671328e-05,2.4129022468761564e-05,0.0,6.938893903907228e-18,-1.249000902703301e-16,4.098754260463411e-05,2.6721377982208416e-05,-7.06893323292497e-05,0.00012861202030121487
HOUSING_TYPE,2.4160828153818592e-05,1.8923276570839698e-05,9.54948025211344e-06,6.938893903907228e-18,-2.220446049250313e-16,-1.3322676295501878e-15,1.62752383649125e-05,1.3846218161556179e-05,-3.0491219388497498e-05,6.721643777253712e-05
OWN_RENT,4.390716292360097e-05,3.68253297601262e-05,2.093312544628953e-05,-1.249000902703301e-16,-1.3322676295501878e-15,-2.4424906541753444e-15,3.3413332215875835e-05,2.1299250287550465e-05,-6.503603959813909e-05,0.00012499361051105697
EDU,6.575953920351374e-05,7.23039290072558e-05,3.065682124031577e-05,4.098754260463411e-05,1.62752383649125e-05,3.3413332215875835e-05,-8.881784197001252e-16,1.695826790526489e-05,-0.000243284327148173,0.0003876995089632032
PINCP_DECILE,3.0001548741331874e-05,3.8683814247569837e-05,2.096189952488503e-05,2.6721377982208416e-05,1.3846218161556179e-05,2.1299250287550465e-05,1.695826790526489e-05,-2.220446049250313e-16,-0.00015326081437282146,0.00022066729100351026
DVET,-0.00024788982924787983,-0.00010816474680289123,-8.207456711285636e-05,-7.06893323292497e-05,-3.0491219388497498e-05,-6.503603959813909e-05,-0.000243284327148173,-0.00015326081437282146,-9.992007221626409e-16,-0.0007416609739364713
DEYE,0.00048670357783733853,0.00022178221352689344,0.00017262437272535375,0.00012861202030121487,6.721643777253712e-05,0.00012499361051105697,0.0003876995089632032,0.00022066729100351026,-0.0007416609739364713,-1.9984014443252818e-15
