,Target samples,Deid. samples
0,1460,7
1,0,0
2,2470,38
3,2074,69
4,1142,44
5,0,0
6,0,0
7,0,0
8,11,1
9,0,0
10,18,2
11,0,0
12,0,0
13,20,3
14,0,0
15,0,0
16,4315,850
17,0,0
18,2655,569
19,0,0
20,8,2
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,5,2
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,57,35
39,0,0
40,0,0
41,0,0
42,0,0
43,12,9
44,12894,10336
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,15,26
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,32,109
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,3,63
96,5,124
97,2,56
98,40,1783
99,15,13125
