,feature,divergence
1,AGEP,0.5766884073216914
13,PINCP,0.296166061705989
14,PINCP_DECILE,0.25834845735027195
10,INDP,0.24247231398180535
12,EDU,0.1611842115598942
0,PUMA,0.15486101667409213
7,NPF,0.07637461773771576
11,INDP_CAT,0.05016056671960017
3,MSP,0.043976176071945955
15,POVPIP,0.04085836166344116
6,NOC,0.034591088167368604
9,OWN_RENT,0.019272418319883605
18,DPHY,0.010143076549088248
2,SEX,0.00838168341230383
17,DREM,0.0055858160253843755
4,HISP,0.0055118025313907314
8,HOUSING_TYPE,0.005236012904432954
20,DEAR,0.004660131977323137
5,RAC1P,0.004424055646216649
19,DEYE,0.0027288504261818065
16,DVET,0.0021198013357353936
