,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE,DEYE
PUMA,5.218048215738236e-15,-0.005921009985891442,0.007063874052351102,-0.05930219463442356,-0.015683149610805358,0.10668296532359495,0.10350798605877282,0.09938648635612933,-0.013049533980246192,-0.038298587711978714,-0.03144910867900651
AGEP,-0.005921009985891442,-7.771561172376096e-16,-0.0631264094495992,0.04768995921249486,0.1890705727004962,0.1909122329076594,0.06911742741410143,0.1363528757404503,0.16578395858422174,-0.004748812086976306,0.1758561353697067
SEX,0.007063874052351102,-0.0631264094495992,2.6645352591003757e-15,0.0007635697304907187,0.02663025435715268,0.026590819687551538,0.053203768918422205,0.07803604246351753,-0.020194893881132867,0.12915781378988864,0.04051093521867523
MSP,-0.05930219463442356,0.04768995921249486,0.0007635697304907187,1.3322676295501878e-15,-0.016921791594849366,0.031160617501720476,0.14570780146265924,0.28173131226864434,-0.0764231883885557,0.019406968893406457,0.05594421738119662
HISP,-0.015683149610805358,0.1890705727004962,0.02663025435715268,-0.016921791594849366,0.0,-0.21712271235756517,-0.14987318004404127,-0.12184083306393856,-0.05430319018202831,0.14321974869024506,-0.028141914734140176
RAC1P,0.10668296532359495,0.1909122329076594,0.026590819687551538,0.031160617501720476,-0.21712271235756517,4.9960036108132044e-15,-0.15013209485901674,-0.1378048931815275,0.005426872854005921,0.14242053502883045,-0.025598794211338087
NOC,0.10350798605877282,0.06911742741410143,0.053203768918422205,0.14570780146265924,-0.14987318004404127,-0.15013209485901674,-4.218847493575595e-15,-0.06953895535107268,-0.1508647836726068,0.07185069291531304,-0.10840654878800068
NPF,0.09938648635612933,0.1363528757404503,0.07803604246351753,0.28173131226864434,-0.12184083306393856,-0.1378048931815275,-0.06953895535107268,-2.9976021664879227e-15,0.003323314207361594,0.12998704672500674,-0.05713517829849555
OWN_RENT,-0.013049533980246192,0.16578395858422174,-0.020194893881132867,-0.0764231883885557,-0.05430319018202831,0.005426872854005921,-0.1508647836726068,0.003323314207361594,-3.1086244689504383e-15,0.040066021688298994,-0.05626851498275459
PINCP_DECILE,-0.038298587711978714,-0.004748812086976306,0.12915781378988864,0.019406968893406457,0.14321974869024506,0.14242053502883045,0.07185069291531304,0.12998704672500674,0.040066021688298994,3.3306690738754696e-16,0.027315764696042563
DEYE,-0.03144910867900651,0.1758561353697067,0.04051093521867523,0.05594421738119662,-0.028141914734140176,-0.025598794211338087,-0.10840654878800068,-0.05713517829849555,-0.05626851498275459,0.027315764696042563,-8.881784197001252e-16
