,Target samples,Deid. samples
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,24,2
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,6,1
15,0,0
16,0,0
17,0,0
18,0,0
19,107,25
20,463,114
21,0,0
22,0,0
23,0,0
24,599,193
25,3,1
26,574,205
27,0,0
28,1353,560
29,0,0
30,0,0
31,0,0
32,1789,860
33,165,83
34,4844,2510
35,0,0
36,684,390
37,0,0
38,248,152
39,4597,2942
40,3,2
41,0,0
42,14,10
43,0,0
44,0,0
45,0,0
46,2786,2347
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,6937,8056
55,0,0
56,3,4
57,0,0
58,0,0
59,330,469
60,0,0
61,0,0
62,0,0
63,0,0
64,10,18
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,1206,2885
72,0,0
73,0,0
74,219,629
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,252,994
81,0,0
82,0,0
83,0,0
84,5,26
85,0,0
86,0,0
87,0,0
88,1,7
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,20,413
96,0,0
97,8,233
98,0,0
99,3,3122
