,Target samples,Deid. samples
0,21,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,8,1
12,36,5
13,0,0
14,0,0
15,0,0
16,0,0
17,5,1
18,0,0
19,0,0
20,8,2
21,84,23
22,0,0
23,0,0
24,0,0
25,0,0
26,45,16
27,0,0
28,0,0
29,0,0
30,0,0
31,61,28
32,26,12
33,0,0
34,147,77
35,0,0
36,129,74
37,0,0
38,5,3
39,285,181
40,219,146
41,55,39
42,85,62
43,48,36
44,0,0
45,0,0
46,191,162
47,235,212
48,0,0
49,2624,2510
50,2043,2076
51,71,74
52,752,827
53,1570,1770
54,169,196
55,0,0
56,3,4
57,20,28
58,0,0
59,13,19
60,16,24
61,191,298
62,0,0
63,0,0
64,0,0
65,0,0
66,25,48
67,5,10
68,0,0
69,0,0
70,8,19
71,42,101
72,8,21
73,0,0
74,13,37
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,3,13
82,0,0
83,6,29
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,1,8
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,84
