,feature,divergence
10,DENSITY,5.217105263157894
1,AGEP,2.6355042016806727
13,PINCP,1.2114659952938078
12,EDU,0.9322650186835297
14,PINCP_DECILE,0.5525308611643436
15,POVPIP,0.4999616395165528
7,NPF,0.45848111714765805
3,MSP,0.4343708479118442
9,OWN_RENT,0.4072126566356559
11,INDP_CAT,0.2863747651206489
4,HISP,0.2538039015621903
6,NOC,0.11431109071511841
2,SEX,0.08069246484653492
0,PUMA,0.031931342993289924
5,RAC1P,0.026277166166913814
18,DPHY,0.019074297419883264
17,DREM,0.012138734584640619
8,HOUSING_TYPE,0.008033186758107026
20,DEAR,0.006897084675703158
16,DVET,0.003037947021020783
19,DEYE,0.0011574768250453733
