,Target samples,Deid. samples
0,5,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,14,3
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,15,6
29,0,0
30,7,3
31,27,12
32,0,0
33,8,4
34,0,0
35,0,0
36,7,4
37,0,0
38,0,0
39,0,0
40,0,0
41,67,47
42,99,72
43,236,181
44,503,390
45,161,134
46,420,352
47,0,0
48,33,31
49,9374,8930
50,10497,10519
51,1292,1357
52,2111,2261
53,1197,1338
54,333,384
55,80,98
56,451,581
57,0,0
58,0,0
59,81,115
60,203,306
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,1,2
68,0,0
69,0,0
70,0,0
71,22,55
72,0,0
73,0,0
74,0,0
75,1,3
76,0,0
77,0,0
78,0,0
79,0,0
80,7,28
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,1,6
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,31
