,Target samples,Deid. samples
0,1265,3
1,0,0
2,970,15
3,0,0
4,0,0
5,0,0
6,0,0
7,698,56
8,0,0
9,71,7
10,9,1
11,8,1
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,3705,1186
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,14906,10590
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,66,60
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,4293,4957
55,0,0
56,0,0
57,0,0
58,0,0
59,554,788
60,0,0
61,0,0
62,0,0
63,65,112
64,0,0
65,0,0
66,0,0
67,2,4
68,0,0
69,0,0
70,0,0
71,6,15
72,0,0
73,3,8
74,0,0
75,504,1480
76,0,0
77,0,0
78,11,39
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,5,51
92,0,0
93,0,0
94,64,981
95,0,0
96,0,0
97,2,69
98,0,0
99,46,6830
