,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,INDP_CAT,EDU,PINCP_DECILE,DVET,DREM,DPHY,DEYE,DEAR
PUMA,-4.440892098500626e-16,-0.02499672792140895,0.023718606539671727,0.03997556738453734,0.036667834983914786,0.10499369922446904,-0.016198880252730405,-0.06283390023063205,0.1030254927453064,0.0044920641875006405,0.014816681450132626,0.0417705032252034,-0.007337355942697509,-0.028843140941476143,0.011905591069911368,0.02784105149160969,0.022571765916837364,0.0037287341778276546
AGEP,-0.02499672792140895,0.0,-0.055707228333744876,-0.06662858346964046,0.0982192656746537,0.12414831294785533,0.4729337687138998,0.34739233000733294,0.06701338209489875,0.0048770001802831975,-0.07275585951307809,-0.4542511000416683,-0.49419816446791615,-0.08291448326885757,-0.30456225090172323,-0.21866301321600679,0.1686715001603271,0.25118438490575223
SEX,0.023718606539671727,-0.055707228333744876,-4.773959005888173e-15,-0.04011029316138601,0.007674068893317423,0.0002524018164822162,0.028768610383164365,0.053852128529777506,-0.008824526299349487,0.02804667148068616,-0.04972882094589134,-0.023675973060366992,0.11693170059158275,0.06931963245975506,-0.02445304471836901,-0.027531266727062353,0.013361924534086063,-0.02801443115132453
MSP,0.03997556738453734,-0.06662858346964046,-0.04011029316138601,0.0,-0.019109980159530242,0.0364354005856475,0.4312531035517266,0.48762274386293486,-0.31239760429624797,0.033598815113963544,-0.26149394063847314,-0.21614718445098843,-0.09776184901180304,0.023563066800983114,-0.22314728895561478,-0.2387113965168316,0.04436646029879696,0.01356019718862897
HISP,0.036667834983914786,0.0982192656746537,0.007674068893317423,-0.019109980159530242,0.0,-0.11984534738677895,-0.02569056359731954,0.005259061284509928,-0.04193301416806002,-0.03724942216610071,-0.014200360357263915,0.07511411594855155,0.1031021197095768,-0.0005444618346961512,0.00928823329917179,0.004796535970033178,0.016406971585668447,-0.004581510553484703
RAC1P,0.10499369922446904,0.12414831294785533,0.0002524018164822162,0.0364354005856475,-0.11984534738677895,-5.662137425588298e-15,-0.054490968827383454,-0.016515678220497695,-0.03790369888429852,0.02427642100772537,0.042709448258157486,0.021839890203634273,0.10176787356057511,-0.009052930517985277,-0.007124226666968842,-0.007427451243180595,-0.034774919029701604,-0.02966891756308055
NOC,-0.016198880252730405,0.4729337687138998,0.028768610383164365,0.4312531035517266,-0.02569056359731954,-0.054490968827383454,0.0,-0.6268146801279387,0.3965652468727599,-0.14309022949763023,0.16008155644835925,0.27237285141552203,0.2563470302509013,0.03280738924784274,0.14379835898141285,0.14249292708680694,-0.08716748676250485,-0.1130580341120097
NPF,-0.06283390023063205,0.34739233000733294,0.053852128529777506,0.48762274386293486,0.005259061284509928,-0.016515678220497695,-0.6268146801279387,-1.2101430968414206e-14,0.3795047360568494,-0.050434575011788454,0.09828577562234807,0.22214115307332818,0.1941580644579801,0.023712823787821517,0.08697572260180562,0.09024177324708872,-0.07801880021693379,-0.14114754396398627
HOUSING_TYPE,0.1030254927453064,0.06701338209489875,-0.008824526299349487,-0.31239760429624797,-0.04193301416806002,-0.03790369888429852,0.3965652468727599,0.3795047360568494,0.0,0.6373655357634714,-0.007645277289971409,0.05212582710602779,0.16413811123905797,0.003360052155437987,-0.005318078446649027,-0.0276976450451955,0.04372006979777026,0.030596179358781603
OWN_RENT,0.0044920641875006405,0.0048770001802831975,0.02804667148068616,0.033598815113963544,-0.03724942216610071,0.02427642100772537,-0.14309022949763023,-0.050434575011788454,0.6373655357634714,0.0,-0.029675528034722794,-0.003683147468843277,-0.0824703327161494,-0.01600841405982374,-0.007242163044504989,0.003960912531746564,-0.03293223906169474,0.016422135014433924
INDP_CAT,0.014816681450132626,-0.07275585951307809,-0.04972882094589134,-0.26149394063847314,-0.014200360357263915,0.042709448258157486,0.16008155644835925,0.09828577562234807,-0.007645277289971409,-0.029675528034722794,1.0547118733938987e-14,-0.47738872116932207,-0.47435848115156404,0.0008298755139400579,-0.25682436756536636,-0.28291441496240427,-0.07243049713583781,-0.1097936465428519
EDU,0.0417705032252034,-0.4542511000416683,-0.023675973060366992,-0.21614718445098843,0.07511411594855155,0.021839890203634273,0.27237285141552203,0.22214115307332818,0.05212582710602779,-0.003683147468843277,-0.47738872116932207,0.0,-0.7029428916184283,-0.01622836636701117,-0.5193101246647285,-0.4897400894328889,-0.015312199312204289,-0.027974617070140727
PINCP_DECILE,-0.007337355942697509,-0.49419816446791615,0.11693170059158275,-0.09776184901180304,0.1031021197095768,0.10176787356057511,0.2563470302509013,0.1941580644579801,0.16413811123905797,-0.0824703327161494,-0.47435848115156404,-0.7029428916184283,1.6653345369377348e-15,-0.04285044512944034,-0.3603151076598321,-0.35382864673060094,-0.018411971902586956,0.012085931249159004
DVET,-0.028843140941476143,-0.08291448326885757,0.06931963245975506,0.023563066800983114,-0.0005444618346961512,-0.009052930517985277,0.03280738924784274,0.023712823787821517,0.003360052155437987,-0.01600841405982374,0.0008298755139400579,-0.01622836636701117,-0.04285044512944034,0.0,0.0018570834707063097,0.004329320905971204,0.007485903855366762,0.0767004529078717
DREM,0.011905591069911368,-0.30456225090172323,-0.02445304471836901,-0.22314728895561478,0.00928823329917179,-0.007124226666968842,0.14379835898141285,0.08697572260180562,-0.005318078446649027,-0.007242163044504989,-0.25682436756536636,-0.5193101246647285,-0.3603151076598321,0.0018570834707063097,-5.218048215738236e-15,-0.7978419139920191,-0.03577482428208272,-0.005021911637291494
DPHY,0.02784105149160969,-0.21866301321600679,-0.027531266727062353,-0.2387113965168316,0.004796535970033178,-0.007427451243180595,0.14249292708680694,0.09024177324708872,-0.0276976450451955,0.003960912531746564,-0.28291441496240427,-0.4897400894328889,-0.35382864673060094,0.004329320905971204,-0.7978419139920191,-4.440892098500626e-16,-0.0394969368873169,-0.02815724564199493
DEYE,0.022571765916837364,0.1686715001603271,0.013361924534086063,0.04436646029879696,0.016406971585668447,-0.034774919029701604,-0.08716748676250485,-0.07801880021693379,0.04372006979777026,-0.03293223906169474,-0.07243049713583781,-0.015312199312204289,-0.018411971902586956,0.007485903855366762,-0.03577482428208272,-0.0394969368873169,-5.773159728050814e-15,-0.200827283967135
DEAR,0.0037287341778276546,0.25118438490575223,-0.02801443115132453,0.01356019718862897,-0.004581510553484703,-0.02966891756308055,-0.1130580341120097,-0.14114754396398627,0.030596179358781603,0.016422135014433924,-0.1097936465428519,-0.027974617070140727,0.012085931249159004,0.0767004529078717,-0.005021911637291494,-0.02815724564199493,-0.200827283967135,1.3322676295501878e-15
