,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE,DEYE
PUMA,0.0,0.11275998470520163,-0.026681868400784445,0.0074211347705219685,,0.11546230913247048,0.12978208669184274,-0.035266811616965384,0.2488181798032845,0.1120024909373387,
AGEP,0.11275998470520164,0.0,-0.07866425032876642,0.037281800012037986,,0.12656680088264335,0.145345847514153,0.15890785947425784,0.19865588243121188,0.11871589588078241,
SEX,-0.026681868400784445,-0.07866425032876644,0.0,-0.07870347666126568,,-0.033763730442511325,0.06009438196493093,0.0829365934952219,-0.005432229088505266,-0.007036731488232528,
MSP,0.007421134770521962,0.037281800012037986,-0.07870347666126568,0.0,,0.1900075372355553,-0.28948140578194986,-0.3589348378353309,-0.16591968892759976,0.1243729765896128,
HISP,,,,,,,,,,,
RAC1P,0.11546230913247048,0.12656680088264338,-0.033763730442511325,0.1900075372355553,,0.0,-0.25369093040481394,-0.2667005149576643,-0.2423220907059036,0.202322013846866,
NOC,0.12978208669184274,0.145345847514153,0.06009438196493095,-0.28948140578194986,,-0.2536909304048139,0.0,0.02594469262634913,0.13237822388940315,-0.0158573197164755,
NPF,-0.03526681161696539,0.15890785947425784,0.08293659349522191,-0.3589348378353308,,-0.26670051495766434,0.02594469262634924,2.220446049250313e-16,0.12535640693509176,0.005672881986063361,
OWN_RENT,0.24881817980328452,0.19865588243121185,-0.005432229088505262,-0.16591968892759976,,-0.2423220907059036,0.13237822388940315,0.12535640693509176,1.1102230246251565e-16,0.20844793569377712,
PINCP_DECILE,0.11200249093733872,0.11871589588078241,-0.007036731488232528,0.1243729765896128,,0.202322013846866,-0.015857319716475526,0.005672881986063333,0.20844793569377715,0.0,
DEYE,,,,,,,,,,,
