,feature,divergence
20,PWGTP,1.789473684210526
21,WGTP,1.5554054054054052
1,AGEP,1.368421052631579
12,EDU,0.5427940511347009
13,PINCP_DECILE,0.5318332247388896
7,NPF,0.34226130975507635
11,INDP_CAT,0.2709546429665952
3,MSP,0.16255162259909095
14,POVPIP,0.0866908752242312
6,NOC,0.08327514648871269
5,RAC1P,0.05734184462807956
17,DPHY,0.03185087557640478
16,DREM,0.01741973660553462
8,HOUSING_TYPE,0.014401127619866443
4,HISP,0.014070483377045643
18,DEYE,0.0045459214694426025
15,DVET,0.004449845623853242
9,OWN_RENT,0.0032771822928000793
10,DENSITY,0.0013262599469496417
19,DEAR,0.0007825224233248482
2,SEX,0.0
0,PUMA,0.0
