,feature,divergence
22,PWGTP,11.255108092350877
1,AGEP,5.733474761897035
16,POVPIP,5.645687091480888
11,INDP,5.474016532298448
23,WGTP,5.446595973861012
14,PINCP,5.082875736684798
0,PUMA,4.356040211486224
10,DENSITY,3.456691343133226
12,INDP_CAT,3.2693112260510135
13,EDU,2.8358352994888483
7,NPF,2.0106608907421784
15,PINCP_DECILE,1.8879531853194051
3,MSP,0.5939467913746884
6,NOC,0.3343269650959016
5,RAC1P,0.29040379825413165
17,DVET,0.12406611860057858
4,HISP,0.11085229912179831
9,OWN_RENT,0.07230558856219534
8,HOUSING_TYPE,0.07053676191821803
2,SEX,0.06912035964708008
21,DEAR,0.03837811003748005
19,DPHY,0.03761406884362484
20,DEYE,0.03520515599939272
18,DREM,0.0341757331936137
