,feature,divergence
22,PWGTP,9.031891130748962
1,AGEP,6.870541408277258
23,WGTP,5.712092198980991
14,PINCP,5.532248253669256
0,PUMA,4.800734246521677
11,INDP,3.442429546194184
13,EDU,3.182500537657207
12,INDP_CAT,2.827264255890894
16,POVPIP,2.123084442891709
15,PINCP_DECILE,2.0102456253765375
7,NPF,1.7700999451599109
10,DENSITY,0.9716392111590537
3,MSP,0.2890754859971708
6,NOC,0.1684459618218631
5,RAC1P,0.11819393396086957
9,OWN_RENT,0.08632989459383757
2,SEX,0.08008526621592538
19,DPHY,0.04153783849914429
8,HOUSING_TYPE,0.02762002290827513
18,DREM,0.024995555078277578
4,HISP,0.020659077745850456
17,DVET,0.01282335985177049
20,DEYE,0.009883265236339683
21,DEAR,0.009848128829481575
