,feature,divergence
23,WGTP,8.140399315110377
1,AGEP,4.8101496259351615
16,POVPIP,3.044933935610482
22,PWGTP,3.012871264208162
0,PUMA,2.73284015162573
14,PINCP,2.52954821399764
15,PINCP_DECILE,2.4099977695996433
13,EDU,1.5013513161045866
11,INDP,1.1546043982352814
5,RAC1P,0.9226844470962315
9,OWN_RENT,0.7174871886595859
3,MSP,0.64245598826517
7,NPF,0.6422296744904795
12,INDP_CAT,0.4724905259098606
2,SEX,0.43194406652927186
10,DENSITY,0.38334097943124334
6,NOC,0.16613840651644754
4,HISP,0.14794867740573994
18,DREM,0.08784548877422954
19,DPHY,0.08528219815064192
8,HOUSING_TYPE,0.06564647278105604
20,DEYE,0.03428430962332712
21,DEAR,0.026621321316155043
17,DVET,0.011162296243798725
