,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,2.55351295663786e-15,0.020414699917143092,-0.02083114321732185,0.015294229031628429,0.015451584630813791,-0.0079722566568243,-0.037355257440501416,-0.024226714551486395,-0.03999385291731923,0.005188638028993123
AGEP,0.020414699917143092,-8.881784197001252e-16,-0.05034952377353929,-0.001232268410167027,-0.013345189721330239,-0.01181309051342705,0.018912217880396376,0.021355001245657534,-0.032969985849595505,0.01583349462819239
SEX,-0.02083114321732185,-0.05034952377353929,0.0,-0.036608557357940046,0.00549275459425513,0.026240797602222362,0.02399883905715936,0.05728187586487174,0.021840977991579903,0.026491232623126915
MSP,0.015294229031628429,-0.001232268410167027,-0.036608557357940046,-8.881784197001252e-16,-0.003931813561922078,0.012463973425357239,0.014250263978166089,0.01892954095829824,0.014377821010303937,0.013253346948258082
HISP,0.015451584630813791,-0.013345189721330239,0.00549275459425513,-0.003931813561922078,8.881784197001252e-16,0.023378901274767105,-0.042058071165634876,-0.03416316587634949,-0.002020664102604791,-0.01068280582802407
RAC1P,-0.0079722566568243,-0.01181309051342705,0.026240797602222362,0.012463973425357239,0.023378901274767105,5.329070518200751e-15,0.012481585319024921,0.0014593633107543996,0.0013970617090574636,-0.00853094033536067
NOC,-0.037355257440501416,0.018912217880396376,0.02399883905715936,0.014250263978166089,-0.042058071165634876,0.012481585319024921,0.0,-0.006980351113436534,-0.013047138504872463,0.016609059878155197
NPF,-0.024226714551486395,0.021355001245657534,0.05728187586487174,0.01892954095829824,-0.03416316587634949,0.0014593633107543996,-0.006980351113436534,5.551115123125783e-16,0.022443832037336242,0.038557451578662666
OWN_RENT,-0.03999385291731923,-0.032969985849595505,0.021840977991579903,0.014377821010303937,-0.002020664102604791,0.0013970617090574636,-0.013047138504872463,0.022443832037336242,-4.9960036108132044e-15,-0.02772281774619817
PINCP_DECILE,0.005188638028993123,0.01583349462819239,0.026491232623126915,0.013253346948258082,-0.01068280582802407,-0.00853094033536067,0.016609059878155197,0.038557451578662666,-0.02772281774619817,8.881784197001252e-16
