,feature,divergence
22,PWGTP,5.323493418385689
23,WGTP,4.953333420401909
14,PINCP,4.1481161575041
1,AGEP,3.9771758977480216
11,INDP,3.380326757181396
12,INDP_CAT,2.872533943023152
16,POVPIP,2.13315789305595
15,PINCP_DECILE,2.013281260847057
10,DENSITY,1.2503232677641791
13,EDU,0.7172591526057036
7,NPF,0.6458946302761878
5,RAC1P,0.5254232272410875
9,OWN_RENT,0.481769941941374
6,NOC,0.29026069884189076
0,PUMA,0.2874127574397667
3,MSP,0.21877046108495807
4,HISP,0.09909892117470197
17,DVET,0.08090827228869713
19,DPHY,0.0803167465566777
18,DREM,0.06160282765123729
2,SEX,0.05082649902197367
8,HOUSING_TYPE,0.05027409581848736
21,DEAR,0.039699212059416955
20,DEYE,0.013254525573541433
