,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,INDP_CAT,EDU,PINCP_DECILE,DVET,DREM,DPHY,DEYE,DEAR
PUMA,-2.220446049250313e-16,-0.003093524795836612,-0.030956880248697298,-0.012113795053865561,-0.12746228280574623,0.03530838866235533,0.00543099825819391,-0.012060743705252286,0.04211292304871227,-0.00025899359964222553,-0.033151374884158695,0.057646944991583814,-0.046467284739794265,-0.03779064594351422,-0.05211692860714376,-0.05844049292009584,-0.011813016384726933,0.013275762149600492
AGEP,-0.0030935247958366087,-2.220446049250313e-16,-0.005706087656154088,0.0625287826785609,0.07616768961848082,0.07241242724757357,0.2195799661671301,0.15995215257683865,0.09645394857790693,0.05608604238570754,0.010916085276885215,-0.28842537896858556,-0.2548796857875194,-0.06803163615060616,-0.08288983727747296,0.034049430555077094,0.0686008074453176,0.13558807842232934
SEX,-0.030956880248697298,-0.005706087656154088,0.0,0.07923593118359334,-0.05459825326919929,0.0013114647048634333,-0.09091148737807819,-0.05562018303730048,0.04479809541817741,-0.06232783143365804,0.00987659575087347,0.0415103423316459,0.13935351749958824,0.0845128268658153,0.13095725187128537,0.1356077179810362,-0.002516769091728152,-0.05084562650780689
MSP,-0.012113795053865561,0.06252878267856088,0.07923593118359334,0.0,-0.011862876306287174,0.043284331973054035,-0.2502149235431335,-0.1267600268456301,0.28962929218827344,-0.43653484588629515,0.1811143122419595,-0.007796907062452896,0.26115136339190026,0.01486995958624917,0.026827848552060385,0.07725698521477159,-0.0011634789225837966,0.0012438070650297017
HISP,-0.12746228280574623,0.07616768961848082,-0.05459825326919929,-0.011862876306287174,1.1102230246251565e-16,0.053263900798199926,0.00801836473589293,0.032539633439741616,-0.015270560269378092,-0.009319226209143869,0.024926312634680696,0.054599249367568964,0.03404510857331764,0.008643239021089013,0.017348383476654353,0.04081740315575165,0.031348992336533134,0.007266832896691961
RAC1P,0.035308388662355326,0.07241242724757359,0.0013114647048634367,0.04328433197305402,0.053263900798199926,0.0,-0.07717326641008515,-0.09656376448246287,0.04896003397693818,-0.09541110744685324,-0.003329547930259448,0.09233526208356208,0.07736188734707419,-0.012044814017287284,0.03420975478794918,0.05807941665285284,0.02697451113853124,-0.010653083545298935
NOC,0.00543099825819391,0.2195799661671301,-0.09091148737807819,-0.2502149235431335,0.00801836473589293,-0.07717326641008515,0.0,-0.029512806573235517,-0.19430529522766965,0.3431945121250506,-0.17372802857546715,0.021497871704360128,-0.1264728060106424,0.013540034366481744,-0.031661670593344377,-0.1119385325149738,-0.009942458799499197,-0.04848722704991725
NPF,-0.012060743705252286,0.15995215257683865,-0.055620183037300486,-0.1267600268456301,0.032539633439741644,-0.09656376448246289,-0.029512806573235517,2.220446049250313e-16,-0.2351724279168973,0.44324609202306925,-0.14267464584414366,0.05070656095742132,-0.09125858326984396,0.00019000341966190354,-0.01012106300454546,-0.07677301945548977,-0.0070887698266447405,-0.03383954194952738
HOUSING_TYPE,0.04211292304871228,0.09645394857790694,0.04479809541817741,0.28962929218827344,-0.01527056026937809,0.04896003397693818,-0.19430529522766954,-0.23517242791689724,0.0,-0.22852015704834006,0.2219016942118298,0.1257923034551744,0.17016999123647947,-0.0067281550291024336,0.11762317035158604,0.19465265417585131,0.022251603158015398,0.0473102007272649
OWN_RENT,-0.00025899359964222553,0.056086042385707524,-0.06232783143365804,-0.4365348458862951,-0.009319226209143897,-0.09541110744685324,0.3431945121250505,0.44324609202306925,-0.2285201570483401,0.0,-0.17182525281631467,-0.04427939628683718,-0.06371926408642817,0.007580023529912828,-0.06431750939773155,-0.11125641745760849,0.022603929011188528,-0.022937498622473497
