,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE,DEYE
PUMA,1.1102230246251565e-16,0.36025964895809603,-0.2543146819239854,-0.277960146071132,,,-0.26756106337583524,0.3281505531446656,,0.7718389257214334,
AGEP,0.36025964895809603,0.0,-0.014113647179733995,-0.5208389308165279,,,0.10653775381972547,0.21138080962390024,,-0.16433561122073487,
SEX,-0.2543146819239854,-0.014113647179733985,0.0,-0.25807749917439565,,,-0.21151154002067613,0.21119098858883908,,-0.2057738761699066,
MSP,-0.277960146071132,-0.520838930816528,-0.25807749917439565,0.0,,,1.3308327117838816,0.8522034193548489,,-0.47159514410839976,
HISP,,,,,,,,,,,
RAC1P,,,,,,,,,,,
NOC,-0.26756106337583524,0.10653775381972536,-0.21151154002067613,1.3308327117838816,,,2.220446049250313e-16,-0.0834691094968939,,0.0027259754289737925,
NPF,0.3281505531446656,0.21138080962390024,0.21119098858883908,0.8522034193548487,,,-0.08346910949689401,1.1102230246251565e-16,,0.48668264340698386,
OWN_RENT,,,,,,,,,,,
PINCP_DECILE,0.7718389257214334,-0.16433561122073487,-0.20577387616990656,-0.47159514410839976,,,0.0027259754289737925,0.48668264340698386,,0.0,
DEYE,,,,,,,,,,,
