,feature,divergence
1,AGEP,1.4725864439039866
13,PINCP,1.0118975903614456
14,PINCP_DECILE,0.7578748006379584
12,EDU,0.2797716333201623
7,NPF,0.2712842712842712
11,INDP_CAT,0.26992829295460874
15,POVPIP,0.26300540612888584
3,MSP,0.12301496114042781
5,RAC1P,0.10819193883710014
6,NOC,0.09303518418142985
9,OWN_RENT,0.04385154238026677
8,HOUSING_TYPE,0.029125594979782746
2,SEX,0.024378313019165376
18,DPHY,0.012559846725052545
17,DREM,0.011665677174721799
0,PUMA,0.005700095942208883
16,DVET,0.004604151254338007
20,DEAR,0.00446554331016482
10,DENSITY,0.004438344334094104
4,HISP,0.004137111930654482
19,DEYE,0.0021732641559895002
