,feature,divergence
1,AGEP,0.8665693944806419
22,PWGTP,0.6418864908073543
23,WGTP,0.3860983727243447
15,PINCP_DECILE,0.29807230202381585
14,PINCP,0.28524590163934416
11,INDP,0.27150261820509686
16,POVPIP,0.2550063006793777
13,EDU,0.18984647073812963
0,PUMA,0.13998851029728399
3,MSP,0.0978483892602374
12,INDP_CAT,0.08816373934594846
2,SEX,0.07779514890948169
7,NPF,0.04327755337564919
10,DENSITY,0.04217122903286147
5,RAC1P,0.04064687519707381
6,NOC,0.030527635200569263
4,HISP,0.021358720061563717
9,OWN_RENT,0.021241459796101814
8,HOUSING_TYPE,0.006141004968571076
18,DREM,0.006124356259029191
19,DPHY,0.005673728426752102
21,DEAR,0.0044507289552840265
17,DVET,0.004450145400790322
20,DEYE,0.0036747449165854817
