,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17391304347826086,0.0,-0.05636070853462158,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,-0.09523809523809523,0.0,-0.043478260869565216,0.0,-0.043478260869565216,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,-0.14285714285714285,0.0,-0.043478260869565216,0.0,-0.012882447665056362,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,-0.14285714285714285,0.0,-0.13043478260869565,0.0,-0.05636070853462158,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,-0.2857142857142857,0.0,-0.17391304347826086,0.0,-0.05636070853462158,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,-0.09523809523809523,0.0,-0.17391304347826086,0.0,0.024154589371980673,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,-0.09523809523809523,0.0,-0.08695652173913043,0.0,-0.1497584541062802,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,-0.047619047619047616,0.0,-0.13043478260869565,0.0,0.20933977455716585,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,-0.09523809523809523,0.0,-0.043478260869565216,0.0,0.14170692431561996,0.0,0.0,0.0
