,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,-2.220446049250313e-16,0.01543301355351315,0.005734158082507356,0.024858319976122423,-0.011123242004319342,0.09244439643732837,-0.012680458181251686,-0.0474947955737107,0.006790226526390561,0.009871498083779533
AGEP,0.01543301355351315,0.0,-0.039238744124442955,-0.06482412731377114,0.09378044739327349,0.06797516479765446,0.32832354877940445,0.27183472406239584,0.10359480917223081,-0.39244288530593435
SEX,0.005734158082507356,-0.03923874412444296,0.0,0.0032995150922477136,0.004919453812748907,-0.020789857157049545,-0.01458426503617816,-0.004320303985589011,-0.03245628655273561,0.06264531969061658
MSP,0.024858319976122423,-0.06482412731377114,0.0032995150922477136,0.0,-0.009330946421715862,-0.05078877729159269,0.25153575435970693,0.311835307337371,-0.036890851305429566,-0.10473954617599315
HISP,-0.011123242004319342,0.09378044739327349,0.004919453812748909,-0.00933094642171586,2.220446049250313e-16,-0.061903521581122584,0.10735489030517073,-0.0033855592915478794,-0.12060363003300248,0.09791806727261872
RAC1P,0.09244439643732837,0.06797516479765447,-0.020789857157049545,-0.05078877729159269,-0.061903521581122584,0.0,-0.024231290221539897,-0.07147721361418578,-0.15387078134619317,0.12690241662169713
NOC,-0.012680458181251686,0.32832354877940445,-0.014584265036178157,0.251535754359707,0.10735489030517073,-0.024231290221539893,0.0,-0.40134872908923896,-0.2089612390878222,0.1065596744975347
NPF,-0.0474947955737107,0.27183472406239584,-0.004320303985589011,0.3118353073373711,-0.0033855592915478794,-0.0714772136141858,-0.40134872908923885,2.220446049250313e-16,-0.3054814592886074,0.17030867598429578
OWN_RENT,0.006790226526390562,0.1035948091722308,-0.03245628655273561,-0.036890851305429566,-0.12060363003300249,-0.15387078134619317,-0.2089612390878222,-0.3054814592886074,1.1102230246251565e-16,0.02618313097270992
PINCP_DECILE,0.009871498083779535,-0.39244288530593435,0.06264531969061658,-0.10473954617599315,0.09791806727261872,0.12690241662169713,0.10655967449753466,0.17030867598429578,0.026183130972709922,0.0
