,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE,DEYE
PUMA,0.0,0.09203481730286729,0.0013738998928506697,0.04038312025994188,-0.35211925418930845,0.022929729606613075,-0.13833667178518802,-0.16949240278861258,-0.007138384454716297,0.15526818246113744,0.02119068736220701
AGEP,0.09203481730286729,3.3306690738754696e-15,-0.049889204563027735,-0.08871611595945103,0.11252284784369294,0.1280124598926942,0.22875244753547258,0.15774916842472506,0.13166540045203318,-0.35758796742192817,0.1839797253618371
SEX,0.0013738998928506697,-0.049889204563027735,-3.1086244689504383e-15,-0.002952733712515426,-0.015995081006323665,0.002609668934681613,-0.05421960599335349,-0.055879159949315214,-0.03892734011804066,0.0704413821401854,-0.01391185142303757
MSP,0.04038312025994188,-0.08871611595945103,-0.002952733712515426,0.0,0.05789267312848595,0.06183076951388171,0.09476352976371472,-0.04701093164143749,-0.0019321518571959462,-0.28608176031760674,0.004218979307566604
HISP,-0.35211925418930845,0.11252284784369294,-0.015995081006323665,0.05789267312848595,-2.886579864025407e-15,-0.2933264092403405,-0.11021856219646652,-0.19349823816687467,-0.10116149540733059,0.1149018892286762,-0.019444476569210653
RAC1P,0.022929729606613075,0.1280124598926942,0.002609668934681613,0.06183076951388171,-0.2933264092403405,-1.3322676295501878e-15,-0.10420572692126542,-0.1825073109260783,-0.13905743957022407,0.13874829629067703,-0.045681835387251415
NOC,-0.13833667178518802,0.22875244753547258,-0.05421960599335349,0.09476352976371472,-0.11021856219646652,-0.10420572692126542,-2.1094237467877974e-15,0.007709400105220698,-0.28901863432013475,0.27295797542539435,-0.06174479080968712
NPF,-0.16949240278861258,0.15774916842472506,-0.055879159949315214,-0.04701093164143749,-0.19349823816687467,-0.1825073109260783,0.007709400105220698,-4.6629367034256575e-15,-0.1117956876391924,0.2985473623574692,-0.054606553246118544
OWN_RENT,-0.007138384454716297,0.13166540045203318,-0.03892734011804066,-0.0019321518571959462,-0.10116149540733059,-0.13905743957022407,-0.28901863432013475,-0.1117956876391924,0.0,-0.060286064678304746,0.0035913798130047404
PINCP_DECILE,0.15526818246113744,-0.35758796742192817,0.0704413821401854,-0.28608176031760674,0.1149018892286762,0.13874829629067703,0.27295797542539435,0.2985473623574692,-0.060286064678304746,1.887379141862766e-15,-0.020556672139155355
DEYE,0.02119068736220701,0.1839797253618371,-0.01391185142303757,0.004218979307566604,-0.019444476569210653,-0.045681835387251415,-0.06174479080968712,-0.054606553246118544,0.0035913798130047404,-0.020556672139155355,1.1102230246251565e-15
