,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,2.3314683517128287e-15,-0.007689068117509051,0.0003020640303745218,0.0543211690587391,-0.030717354396815374,-0.004305701651338124,-0.04068267406581853,-0.05069547639516505,-0.022346203084400825,-0.0058265433556262645
AGEP,-0.007689068117509051,-3.3306690738754696e-16,-0.03166375909039511,0.010130048599773858,0.010369565091195992,0.016629129712540797,-0.09534465196982778,-0.11388229652980264,-0.0765701359249272,0.022044485719193874
SEX,0.0003020640303745218,-0.03166375909039511,-3.9968028886505635e-15,0.03570440930490576,-0.00216777771719643,0.011731455368987268,-0.021111259439205072,-0.027158272969654985,-0.012639126934765085,-0.010049950253117806
MSP,0.0543211690587391,0.010130048599773858,0.03570440930490576,0.0,0.01496661817085336,0.03601794598045819,0.22610336035766115,0.4461622405860077,0.04230453771947701,-0.057608432980075466
HISP,-0.030717354396815374,0.010369565091195992,-0.00216777771719643,0.01496661817085336,2.3314683517128287e-15,-0.06707483539555431,-0.004335889420543762,-0.0006444477128661474,0.0036989103511772953,0.026398335048880832
RAC1P,-0.004305701651338124,0.016629129712540797,0.011731455368987268,0.03601794598045819,-0.06707483539555431,-2.1094237467877974e-15,-0.02154059173772581,-0.0020169704146432432,-0.002925312481391981,0.027437125049320873
NOC,-0.04068267406581853,-0.09534465196982778,-0.021111259439205072,0.22610336035766115,-0.004335889420543762,-0.02154059173772581,-4.440892098500626e-16,-0.043921508321493996,-0.11244772163584818,-0.025610201173950076
NPF,-0.05069547639516505,-0.11388229652980264,-0.027158272969654985,0.4461622405860077,-0.0006444477128661474,-0.0020169704146432432,-0.043921508321493996,-1.5543122344752192e-15,-0.03796723409305721,-0.02822774892895813
OWN_RENT,-0.022346203084400825,-0.0765701359249272,-0.012639126934765085,0.04230453771947701,0.0036989103511772953,-0.002925312481391981,-0.11244772163584818,-0.03796723409305721,3.774758283725532e-15,-0.12873630083293214
PINCP_DECILE,-0.0058265433556262645,0.022044485719193874,-0.010049950253117806,-0.057608432980075466,0.026398335048880832,0.027437125049320873,-0.025610201173950076,-0.02822774892895813,-0.12873630083293214,-3.3306690738754696e-16
