,INDP,count_target,count_deidentified
3,1070,10,13.0
51,1080,10,13.0
44,1090,9,14.0
59,1170,8,14.0
5,1180,24,27.0
36,1190,14,14.0
18,1270,20,14.0
9,1280,22,27.0
47,1290,3,14.0
39,1370,16,28.0
52,1390,1,13.0
71,1480,1,14.0
58,1590,2,0.0
65,1670,2,0.0
13,1691,14,14.0
56,1770,1,28.0
46,1790,6,13.0
45,1870,8,28.0
67,1880,4,14.0
37,1890,2,13.0
22,1990,29,41.0
50,2070,9,14.0
7,2090,2,14.0
62,2170,2,14.0
60,2180,3,27.0
29,2190,33,41.0
49,2270,1,13.0
23,2280,11,28.0
20,2290,17,27.0
12,2370,25,27.0
42,2380,10,13.0
19,2390,5,14.0
68,2480,4,14.0
41,2490,5,27.0
21,2570,4,14.0
15,2590,3,14.0
10,2670,16,28.0
61,2680,1,14.0
55,2690,3,13.0
1,2770,5,0.0
54,2780,1,13.0
4,2870,12,13.0
6,2880,14,27.0
64,2890,5,14.0
66,2970,3,0.0
16,2980,8,13.0
57,3070,11,13.0
53,3080,10,27.0
34,3095,6,14.0
31,3170,2,14.0
40,3180,5,13.0
0,3291,34,42.0
26,3365,44,40.0
17,3370,17,26.0
32,3380,26,27.0
24,3390,100,93.0
63,3470,3,13.0
30,3490,29,27.0
2,3570,69,69.0
14,3580,48,41.0
25,3590,7,14.0
48,3670,1,0.0
35,3680,6,27.0
27,3690,2,14.0
69,3770,6,13.0
70,3780,1,0.0
72,3790,1,0.0
43,3875,9,13.0
38,3895,20,26.0
8,3960,33,26.0
33,3970,10,14.0
28,3980,26,27.0
11,3990,30,28.0
