,Target samples,Deid. samples
0,1108,4
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,2099,176
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,185,34
17,0,0
18,0,0
19,0,0
20,12,3
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,5,2
29,0,0
30,0,0
31,171,76
32,0,0
33,0,0
34,0,0
35,362,196
36,0,0
37,0,0
38,2095,1267
39,0,0
40,72,48
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,2,2
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,141,194
58,0,0
59,787,1150
60,0,0
61,0,0
62,0,0
63,140,242
64,0,0
65,0,0
66,0,0
67,5,10
68,0,0
69,0,0
70,45,104
71,0,0
72,0,0
73,184,501
74,0,0
75,0,0
76,0,0
77,0,0
78,18,63
79,0,0
80,9,35
81,0,0
82,0,0
83,0,0
84,0,0
85,5,29
86,0,0
87,0,0
88,131,954
89,0,0
90,0,0
91,0,0
92,16,183
93,0,0
94,7,108
95,4,79
96,2,49
97,27,882
98,0,0
99,2,1243
