,feature,divergence
21,PWGTP,16.81867236775665
0,AGEP,13.38331452346955
22,WGTP,12.9990531938916
9,DENSITY,8.689037608216664
10,INDP,7.07231895467592
13,PINCP,6.923659563971374
12,EDU,5.89000372705347
11,INDP_CAT,4.919358282246013
14,PINCP_DECILE,4.629621084089171
15,POVPIP,2.9451973364338064
2,MSP,2.514045354225681
6,NPF,2.2058965996015387
16,DVET,2.0085111127629522
5,NOC,0.6976570463393852
8,OWN_RENT,0.6947087961428446
1,SEX,0.6845759449559061
4,RAC1P,0.5450670626303843
18,DPHY,0.1460564027136721
3,HISP,0.1167886085164081
17,DREM,0.1160502801735539
7,HOUSING_TYPE,0.07143044271274251
20,DEAR,0.036486553948191655
19,DEYE,0.02671036769138035
