,feature,divergence
1,AGEP,0.602130183488554
13,PINCP,0.22086042745488613
10,INDP,0.21622043334258614
14,PINCP_DECILE,0.18214422671055086
12,EDU,0.10599818381685222
15,POVPIP,0.09607154034953361
0,PUMA,0.06503720736191565
7,NPF,0.0643990124830148
11,INDP_CAT,0.04705492902622922
3,MSP,0.042867452701816765
6,NOC,0.026126898036476574
2,SEX,0.023341486245734844
9,OWN_RENT,0.014310810899160371
17,DREM,0.009505628833682243
4,HISP,0.008972211028318529
5,RAC1P,0.008340744727730116
18,DPHY,0.007510875176730783
8,HOUSING_TYPE,0.005861901008471698
16,DVET,0.004881853451960787
20,DEAR,0.0030778837596569103
19,DEYE,0.0019272803296777191
