,feature,divergence
10,DENSITY,1.7379654201782726
1,AGEP,0.8908153250258511
13,PINCP,0.5946420022960333
11,INDP_CAT,0.506799610876029
0,PUMA,0.4451662209910545
14,PINCP_DECILE,0.41675101830095884
15,POVPIP,0.40348100706248835
12,EDU,0.2849179275133146
7,NPF,0.1209308421743488
3,MSP,0.07258829626657497
6,NOC,0.05583289500117533
5,RAC1P,0.05186239841159661
9,OWN_RENT,0.03745623125481738
16,DVET,0.027055930937866682
8,HOUSING_TYPE,0.016902282080929205
17,DREM,0.015189415272743374
4,HISP,0.01512494603388187
18,DPHY,0.013522268219632622
19,DEYE,0.006735462955921607
2,SEX,0.005832440432090191
20,DEAR,0.005114746357762358
