,feature,divergence
13,PINCP,8.264347290640394
1,AGEP,4.186219691638411
14,PINCP_DECILE,3.19312851782364
11,INDP_CAT,1.3587443682564782
7,NPF,0.9323667294959161
12,EDU,0.8105136456913198
3,MSP,0.5717225354955862
15,POVPIP,0.4317446648399541
6,NOC,0.3182384212903037
0,PUMA,0.28613667767817047
10,DENSITY,0.24441703429275002
9,OWN_RENT,0.09520683582328938
18,DPHY,0.08304162095432502
17,DREM,0.06938120925582655
8,HOUSING_TYPE,0.06210693539094551
5,RAC1P,0.03546111916006062
20,DEAR,0.024701690665091744
2,SEX,0.01589501923892822
4,HISP,0.008918555056929867
19,DEYE,0.007295623574451338
16,DVET,0.005033913820204778
