,Target samples,Deid. samples
0,517,1
1,124,1
2,121,3
3,265,7
4,0,0
5,2264,108
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,2019,349
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,190,64
26,49,17
27,3910,1416
28,0,0
29,0,0
30,0,0
31,0,0
32,5810,2690
33,0,0
34,457,233
35,0,0
36,0,0
37,17,10
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,4,3
44,7232,5697
45,0,0
46,0,0
47,0,0
48,0,0
49,43,42
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,402,668
63,0,0
64,0,0
65,2841,5274
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,723,2481
78,4,14
79,0,0
80,10,39
81,11,48
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,165,1273
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,37,860
97,0,0
98,30,1873
99,8,4082
