,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE,DEYE
PUMA,0.0,0.020591742402722386,0.008116917686753171,0.06043777801865889,-0.09712066609324918,0.08633940071423929,-0.05355911775382196,-0.06608582041736263,0.01872777565533315,0.0033431458813066753,-0.0034364938318761505
AGEP,0.020591742402722386,0.0,-0.04071899532313372,-0.0721589402248849,0.09120605369461242,0.060807370565375794,0.31481800312996955,0.2594806438526386,0.10732999935646173,-0.399514401008613,0.10919129256406183
SEX,0.008116917686753171,-0.04071899532313373,0.0,-0.00702506929664176,-0.010100684174801233,-0.026924652464480826,-0.0031574919607120257,-0.012025783122801195,-0.03375230754467508,0.060179446409674056,-0.012804432516646527
MSP,0.06043777801865889,-0.0721589402248849,-0.00702506929664176,-1.1102230246251565e-16,-0.00786355862719676,-0.04818248766598871,0.40548443328541545,0.426433637711226,-0.0301901535993046,-0.14041551202385597,0.02400088679430641
HISP,-0.09712066609324918,0.09120605369461242,-0.010100684174801233,-0.00786355862719676,0.0,-0.07956399034990339,-0.05191177567828136,-0.09065119535250941,-0.10938241958938172,0.09824691627408103,-0.017235044213619086
RAC1P,0.08633940071423929,0.060807370565375815,-0.026924652464480826,-0.04818248766598871,-0.07956399034990339,-1.1102230246251565e-16,-0.023839298597520046,-0.08682710543109294,-0.14975824466776147,0.13685882599977608,0.01852035616464536
NOC,-0.05355911775382196,0.31481800312996955,-0.003157491960712022,0.40548443328541545,-0.05191177567828136,-0.023839298597520042,0.0,-0.663401770175059,-0.2083262344595877,0.18474967653760876,-0.0636508506909851
NPF,-0.06608582041736263,0.2594806438526386,-0.012025783122801195,0.426433637711226,-0.0906511953525094,-0.08682710543109295,-0.6634017701750589,2.220446049250313e-16,-0.014626796491461735,0.21131264114701045,-0.05475537146078169
OWN_RENT,0.01872777565533315,0.10732999935646173,-0.03375230754467508,-0.0301901535993046,-0.10938241958938175,-0.14975824466776147,-0.2083262344595877,-0.014626796491461735,1.1102230246251565e-16,0.026797230510924717,0.005782404159306786
PINCP_DECILE,0.003343145881306676,-0.399514401008613,0.06017944640967405,-0.14041551202385597,0.09824691627408103,0.13685882599977608,0.18474967653760874,0.21131264114701045,0.02679723051092472,0.0,-0.011131144353318403
DEYE,-0.0034364938318761505,0.10919129256406183,-0.012804432516646527,0.02400088679430642,-0.017235044213619086,0.01852035616464536,-0.0636508506909851,-0.05475537146078169,0.0057824041593067844,-0.011131144353318401,2.220446049250313e-16
