,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,0.0,0.018541869186255867,0.008393979610203538,0.06605083623113354,-0.08005950226178242,-0.0019951340850239696,-0.0548909622090181,-0.060787984143857755,0.03620773279307432,0.00030835147893358995
AGEP,0.018541869186255867,0.0,-0.042094125689484806,-0.005063544282280695,0.09066503868565842,0.06171508492706322,0.19871991719676144,0.11700929117483569,0.13053795979653696,-0.3573776401361402
SEX,0.008393979610203538,-0.04209412568948481,0.0,-0.005885959860455443,-0.010048596808582944,-0.014065331675758835,-0.03107432341422601,-0.013945158751675396,-0.00020117272401843495,0.05862606379091494
MSP,0.06605083623113354,-0.005063544282280688,-0.005885959860455443,-2.220446049250313e-16,-0.006922748489252214,-0.04463781968527325,0.10700375047321065,0.001497573334079183,-0.09550885705455608,-0.1583822701397112
HISP,-0.08005950226178242,0.09066503868565842,-0.010048596808582944,-0.006922748489252214,0.0,-0.06862618068471436,-0.056318228898776405,-0.06939835707073895,-0.08648095892571023,0.053784573669933354
RAC1P,-0.0019951340850239696,0.061715084927063235,-0.014065331675758836,-0.04463781968527325,-0.06862618068471436,0.0,-0.03369682492623116,-0.0890174046162621,-0.12752565609344926,0.11015858822790282
NOC,-0.0548909622090181,0.19871991719676144,-0.031074323414226005,0.10700375047321065,-0.056318228898776405,-0.03369682492623116,0.0,-0.0030468670395957798,-0.1918519218747034,0.18562170744783085
NPF,-0.060787984143857755,0.11700929117483569,-0.013945158751675396,0.001497573334079183,-0.06939835707073894,-0.08901740461626212,-0.0030468670395956687,2.220446049250313e-16,0.008794116770755145,0.2108848068836603
OWN_RENT,0.03620773279307432,0.13053795979653696,-0.00020117272401843495,-0.09550885705455608,-0.08648095892571026,-0.12752565609344926,-0.1918519218747034,0.008794116770755141,1.1102230246251565e-16,-0.01301505332871665
PINCP_DECILE,0.0003083514789335908,-0.3573776401361402,0.05862606379091494,-0.1583822701397112,0.053784573669933354,0.11015858822790282,0.18562170744783085,0.2108848068836603,-0.013015053328716653,-2.220446049250313e-16
