,feature,divergence
22,PWGTP,5.647763452903936
23,WGTP,4.579247419422793
10,DENSITY,1.8014274275492184
11,INDP,1.7567990677549874
12,INDP_CAT,1.690037199352561
14,PINCP,1.118562277509639
1,AGEP,1.031685634626811
16,POVPIP,0.4053291551661705
0,PUMA,0.35148500374321523
15,PINCP_DECILE,0.335562221918882
13,EDU,0.23672418205008255
7,NPF,0.17228821577427064
3,MSP,0.07045038068124646
5,RAC1P,0.05498554192340988
6,NOC,0.048442745998388485
17,DVET,0.027135304520723637
4,HISP,0.017764419171959825
18,DREM,0.017221072684000804
19,DPHY,0.01649610302882004
9,OWN_RENT,0.007120523479511323
21,DEAR,0.006950835087903846
20,DEYE,0.005952282454502713
2,SEX,0.00414469501951209
8,HOUSING_TYPE,0.00323190785693446
