,feature,divergence
22,PWGTP,0.6773584905660375
1,AGEP,0.6528254312752341
23,WGTP,0.38423358663654394
14,PINCP,0.27110941872537014
11,INDP,0.2609871975263607
15,PINCP_DECILE,0.2545739319110111
13,EDU,0.17475218658892136
0,PUMA,0.16106300388175565
12,INDP_CAT,0.0943379019229767
16,POVPIP,0.08455277509415994
7,NPF,0.04854846719942207
10,DENSITY,0.03298512902431944
3,MSP,0.032387799993433816
6,NOC,0.025247304734778087
2,SEX,0.01482101265326996
5,RAC1P,0.011024857039733205
17,DVET,0.004857100628716305
4,HISP,0.004393691737516127
20,DEYE,0.002762457660171351
19,DPHY,0.0025356434867337824
18,DREM,0.0025275786691068072
9,OWN_RENT,0.0020241490545643837
21,DEAR,0.0012916756035366156
8,HOUSING_TYPE,0.0006764066127501961
