,feature,divergence
11,INDP,127.66424830884701
22,PWGTP,12.189871304059546
14,PINCP,6.56261413900054
0,PUMA,4.898784286312105
1,AGEP,4.404451725880297
23,WGTP,3.7053130313031293
10,DENSITY,3.4120557181385207
12,INDP_CAT,3.236463911477471
16,POVPIP,3.119964668194231
15,PINCP_DECILE,2.8992138392361895
13,EDU,2.4814258730081855
17,DVET,2.029812129689056
7,NPF,1.872667805689396
3,MSP,0.9786975235029871
6,NOC,0.2606639838182952
5,RAC1P,0.15115716679531432
2,SEX,0.10652250440784783
19,DPHY,0.07193222864139412
18,DREM,0.057971575927077745
9,OWN_RENT,0.03652232842427104
4,HISP,0.02412533736895745
21,DEAR,0.010925368555807606
8,HOUSING_TYPE,0.009613543154970476
20,DEYE,0.009309400413542664
