,Target samples,Deid. samples
0,1,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,12,1
9,0,0
10,26,3
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,25,5
18,55,12
19,0,0
20,0,0
21,64,17
22,0,0
23,0,0
24,0,0
25,40,13
26,613,221
27,63,23
28,913,370
29,0,0
30,331,141
31,0,0
32,302,143
33,14,7
34,0,0
35,1147,629
36,0,0
37,635,371
38,351,214
39,911,588
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,17,16
49,175,168
50,0,0
51,0,0
52,14,15
53,0,0
54,1177,1362
55,0,0
56,3,4
57,0,0
58,0,0
59,0,0
60,212,313
61,19,30
62,0,0
63,0,0
64,10,18
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,82,192
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,199,678
78,0,0
79,0,0
80,153,631
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,51,365
89,0,0
90,4,35
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,15,760
99,0,289
