,feature,divergence
23,WGTP,5.1557203756975
22,PWGTP,4.410930671130826
14,PINCP,3.226045521835678
1,AGEP,3.007626744541411
11,INDP,1.9427004168102207
13,EDU,1.7781944755843875
15,PINCP_DECILE,1.7673717948717944
0,PUMA,1.6011141704552732
7,NPF,0.9384625804103512
12,INDP_CAT,0.8789464729819239
16,POVPIP,0.563498781116374
10,DENSITY,0.34022096779206745
6,NOC,0.29642493831462574
3,MSP,0.2769929365870404
9,OWN_RENT,0.11177907070877727
5,RAC1P,0.10625260098962667
2,SEX,0.08074122854183607
18,DREM,0.07293573589941099
19,DPHY,0.05965950345569984
8,HOUSING_TYPE,0.03415171369021146
4,HISP,0.021261207699217365
21,DEAR,0.017687483913817033
20,DEYE,0.01659889396351251
17,DVET,0.010860911512011349
