,Target samples,Deid. samples
0,2497,0
1,0,0
2,0,0
3,0,0
4,638,28
5,0,0
6,0,0
7,947,72
8,37,3
9,0,0
10,0,0
11,0,0
12,143,19
13,0,0
14,0,0
15,22,4
16,0,0
17,1081,227
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,30,10
26,70,25
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,55,33
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,185,151
46,0,0
47,0,0
48,133,125
49,807,789
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,1449,1942
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,4,7
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,274,672
72,0,0
73,0,0
74,0,0
75,0,0
76,385,1188
77,0,0
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,0,0
85,480,2822
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,3,31
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,36,1081
98,0,0
99,0,47
