,feature,divergence
1,AGEP,1.3038997124487093
13,PINCP,0.8424186202124507
14,PINCP_DECILE,0.820397983469315
10,INDP,0.47772491522842214
12,EDU,0.3324114078729161
7,NPF,0.24329620862276374
15,POVPIP,0.12790573129733215
11,INDP_CAT,0.11022108748106167
6,NOC,0.10133862433862431
3,MSP,0.09779077658444474
2,SEX,0.04114941866605226
9,OWN_RENT,0.03951882911103781
8,HOUSING_TYPE,0.02525877985172588
17,DREM,0.02376610843636867
0,PUMA,0.020826776963539073
5,RAC1P,0.014893352561946007
18,DPHY,0.012640654831683647
20,DEAR,0.00715141001378472
4,HISP,0.00472094227003392
19,DEYE,0.0029090031258144564
16,DVET,0.002591946378288735
