,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE,DEYE
PUMA,0.0,0.024347974333508014,0.027029838194170375,0.08045398321891072,0.0499476014728681,0.13453789242372752,-0.10440194067627961,-0.14918491215083368,0.08954766697131006,0.035577008712069744,0.01614825891518377
AGEP,0.024347974333508014,0.0,-0.03987068922581715,-0.06767971383043178,0.09883025332286341,0.11937059904293668,0.07704732578703116,0.08124033409235662,0.08527171450254012,-0.05945065956779255,0.05814458161921002
SEX,0.027029838194170375,-0.03987068922581715,3.774758283725532e-15,-0.0005190719574949161,0.026770169486742684,0.014420979753619249,0.007350246929345123,0.04369642014342345,0.013529464488991573,0.00380432002306183,-0.01879631677068625
MSP,0.08045398321891072,-0.06767971383043178,-0.0005190719574949161,0.0,0.028268731653580785,0.052961362109362566,0.2299963043583959,0.3407371466026157,0.09720668527656741,-0.022081243325582686,-0.0018496359983573886
HISP,0.0499476014728681,0.09883025332286341,0.026770169486742684,0.028268731653580785,3.774758283725532e-15,-0.09732761825725374,-0.027893901319260332,-0.007242793039867331,-0.07317193857406536,0.08060111660541952,0.056110036102008355
RAC1P,0.13453789242372752,0.11937059904293668,0.014420979753619249,0.052961362109362566,-0.09732761825725374,5.10702591327572e-15,-0.06405802891725317,-0.0255682955116094,-0.006626806380625509,0.08287094702469192,-0.03056489945199376
NOC,-0.10440194067627961,0.07704732578703116,0.007350246929345123,0.2299963043583959,-0.027893901319260332,-0.06405802891725317,0.0,-0.05654675158747602,-0.2581961754755593,0.010267229143478052,-0.052274085346247466
NPF,-0.14918491215083368,0.08124033409235662,0.04369642014342345,0.3407371466026157,-0.007242793039867331,-0.0255682955116094,-0.05654675158747602,1.7763568394002505e-15,-0.17655781461627632,0.018188280171171328,-0.04591707388538847
OWN_RENT,0.08954766697131006,0.08527171450254012,0.013529464488991573,0.09720668527656741,-0.07317193857406536,-0.006626806380625509,-0.2581961754755593,-0.17655781461627632,2.1094237467877974e-15,-0.060703423430411185,-0.03037938070779364
PINCP_DECILE,0.035577008712069744,-0.05945065956779255,0.00380432002306183,-0.022081243325582686,0.08060111660541952,0.08287094702469192,0.010267229143478052,0.018188280171171328,-0.060703423430411185,-2.6645352591003757e-15,-0.038184201005376235
DEYE,0.01614825891518377,0.05814458161921002,-0.01879631677068625,-0.0018496359983573886,0.056110036102008355,-0.03056489945199376,-0.052274085346247466,-0.04591707388538847,-0.03037938070779364,-0.038184201005376235,-4.107825191113079e-15
