,INDP,count_target,count_deidentified
42,1070,1,1.0
4,1170,1,0.0
15,1180,5,0.0
3,1190,5,0.0
39,1270,2,0.0
27,1280,2,0.0
30,1370,2,0.0
46,1870,1,0.0
26,1880,3,1.0
21,1990,2,0.0
20,2070,2,0.0
34,2090,1,0.0
32,2170,1,0.0
2,2190,5,0.0
35,2270,1,0.0
8,2280,2,0.0
17,2290,6,0.0
0,2370,8,0.0
44,2390,1,0.0
11,2670,3,0.0
29,2680,1,1.0
12,2870,3,0.0
38,2880,4,0.0
23,2890,2,0.0
37,2970,1,0.0
1,2980,7,0.0
19,3070,1,0.0
5,3080,2,0.0
24,3095,1,0.0
36,3170,2,1.0
33,3180,3,0.0
10,3291,9,0.0
40,3365,1,0.0
41,3370,2,0.0
16,3380,2,0.0
18,3390,6,0.0
31,3470,2,0.0
25,3490,3,2.0
9,3570,8,0.0
7,3580,38,73.0
45,3670,1,0.0
28,3875,2,0.0
14,3895,5,0.0
13,3960,7,0.0
22,3970,1,0.0
43,3980,2,1.0
6,3990,5,0.0
