,Target samples,Deid. samples
0,1810,0
1,1759,16
2,122,3
3,571,16
4,0,0
5,0,0
6,0,0
7,670,49
8,0,0
9,0,0
10,0,0
11,47,6
12,0,0
13,0,0
14,0,0
15,62,11
16,1698,331
17,10,2
18,0,0
19,30,7
20,0,0
21,0,0
22,0,0
23,0,0
24,143,46
25,6,2
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,631,278
32,0,0
33,4,2
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,361,231
40,0,0
41,0,0
42,0,0
43,35,26
44,0,0
45,0,0
46,0,0
47,0,0
48,75,68
49,0,0
50,7,7
51,0,0
52,22,24
53,0,0
54,0,0
55,0,0
56,0,0
57,10,14
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,43,106
72,0,0
73,0,0
74,0,0
75,827,2533
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,11,48
82,0,0
83,1,5
84,0,0
85,11,64
86,0,0
87,0,0
88,0,0
89,261,2129
90,3,26
91,21,215
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,25,3011
