,DENSITY,DPHY,DREM,PINCP_DECILE,HISP,HOUSING_TYPE,DVET,EDU,MSP,PUMA,NPF,DEAR,RAC1P,SEX,INDP_CAT,DEYE,OWN_RENT,AGEP,NOC
DENSITY,-2.220446049250313e-16,0.021120527495184102,0.010906468031665614,0.01031306156486396,-0.14552815121848472,-0.004983184695309463,0.02744426282758864,-0.0030530098141301754,0.010958389872286423,0.060931016702699535,-0.0034526073847248664,-0.03466645316722485,-0.021026090450890517,-0.020863628273344682,-0.020097780517687278,0.0067922064292785,-0.02073079252824045,0.0019712040500116604,0.02787724498986016
DPHY,0.0211205274951841,0.0,-0.09442011530183936,-0.00225692105391076,0.002039154558300555,0.031452615436998885,-0.0031869202613235906,-0.009426800942584274,0.0748189848459519,0.008016021746887496,-0.04745281170798685,-0.14056730368975573,0.041520297567336675,0.03760344316239513,0.0004107444110659775,0.02058945852647434,-0.006234211904028024,0.08039821936191305,0.14630097695334984
DREM,0.010906468031665615,-0.09442011530183936,2.220446049250313e-16,0.0006764404428302173,0.016300839477044828,0.05869630184556437,0.03703633442549955,0.007420476779185392,0.073396970568644,-0.011214986294876125,-0.014670998431957225,-0.11048405049482435,0.02717098825675081,-0.014226154332300716,-0.013123231594024704,-0.0984014502354153,-0.03639794113891122,0.07225201699696862,0.17981218681668865
PINCP_DECILE,0.010313061564863966,-0.00225692105391076,0.0006764404428302173,0.0,0.07693942298201262,0.024784691657809943,-0.04246517873747581,-0.06662485662282658,0.06266254611441757,0.007085571012164669,0.030745185482687176,0.0247387914937512,0.10072884520005265,0.07126735292554039,0.023724578140450925,-0.002793222511933013,-0.0274524511704367,0.014550889194203942,0.19657523129479543
HISP,-0.14552815121848472,0.002039154558300555,0.01630083947704483,0.07693942298201262,0.0,0.003009616435026499,0.034473682068742455,0.11380249238933479,-0.006706353787527626,-0.04248126938378294,-0.08803807543829047,-0.08547277775427997,0.03357024461693034,-0.0030634787561259294,-0.0024556612530413566,0.0006805050068723669,-0.10467969670679383,0.08300416650684923,-0.06877903577989436
HOUSING_TYPE,-0.004983184695309463,0.031452615436998885,0.05869630184556437,0.02478469165780993,0.003009616435026499,0.0,0.021413011485923086,-0.009875322816948223,-0.07248677028682798,-0.00519997696915387,-0.04911275201179632,0.017275872852035,0.052238606367086944,0.048756468584176094,0.045963225826260626,0.01810706291766772,-0.07043534910398108,-0.010231946356563493,-0.11887165887370982
DVET,0.02744426282758864,-0.0031869202613235906,0.03703633442549955,-0.04246517873747581,0.034473682068742455,0.021413011485923086,0.0,-0.01659685755573528,0.03554168288867713,-0.026420679440095973,0.010996728093828848,0.08723532498461943,0.026166949249410192,0.1054900708445562,0.002424593017155585,-0.054620126770615625,0.01154795195767312,-0.05056026461443681,0.024319374421841157
EDU,-0.0030530098141301615,-0.009426800942584274,0.007420476779185392,-0.06662485662282652,0.11380249238933479,-0.009875322816948223,-0.016596857555735273,0.0,0.018836189602524117,0.02042987299856764,0.043599572791430535,-0.00015083201394788722,0.10642864975315228,-0.0238365159381695,-0.021080630184460603,-0.009348420501155332,0.0032680240069212843,-0.018917568560679443,0.20779689903770032
MSP,0.010958389872286436,0.07481898484595187,0.07339697056864403,0.06266254611441757,-0.006706353787527626,-0.07248677028682798,0.03554168288867713,0.01883618960252406,-2.220446049250313e-16,0.005077426354663184,0.029569400051564054,0.01836139727457602,-0.0037096933659864426,0.012242293077099646,0.03754902974392471,0.042956400968391394,-0.011454713516722052,0.029330624089758825,0.2806630209976497
PUMA,0.060931016702699535,0.008016021746887496,-0.011214986294876128,0.007085571012164668,-0.04248126938378294,-0.005199976969153863,-0.026420679440095973,0.020429872998567647,0.005077426354663177,-2.220446049250313e-16,-0.021689642327170133,0.0015790460223046657,-0.01762913343601627,-0.008344250265633214,-0.02448998319629388,-0.005464720599998744,0.00726964324768101,0.014694596472029135,-0.020687645045947965
