,feature,divergence
10,DENSITY,1.6963169781847371
1,AGEP,0.28214695752009167
13,PINCP,0.2061428162684803
0,PUMA,0.09271867245657572
15,POVPIP,0.061368485361665615
14,PINCP_DECILE,0.05054990668590581
6,NOC,0.042003698709559126
7,NPF,0.034616181888702593
12,EDU,0.033885246636834065
9,OWN_RENT,0.03312977961602613
11,INDP_CAT,0.02704564493513732
8,HOUSING_TYPE,0.01625068843041083
3,MSP,0.011459778300718461
5,RAC1P,0.01045367552450742
16,DVET,0.0016410896089130039
20,DEAR,0.0013827519460502605
4,HISP,0.0012480313478021683
17,DREM,0.0011475408008209675
18,DPHY,0.0009040891190958411
19,DEYE,0.0008904015103842894
2,SEX,0.00027694331325134325
