,feature,divergence
1,AGEP,13.966099773242629
23,WGTP,13.019654047511795
22,PWGTP,12.359224893067497
11,INDP,4.804226240995844
14,PINCP,3.6703045685279188
12,INDP_CAT,3.5788902098408752
16,POVPIP,2.567211602061236
15,PINCP_DECILE,2.4983117223804525
13,EDU,1.8934568920631751
0,PUMA,1.3441504554325763
3,MSP,0.8549822986627323
7,NPF,0.8094441049900993
9,OWN_RENT,0.5833454697384381
6,NOC,0.34558342670294745
2,SEX,0.24540348988742988
5,RAC1P,0.18477317437555396
17,DVET,0.17147400157245477
4,HISP,0.1248496482187125
10,DENSITY,0.09587801709511545
20,DEYE,0.0471244147106045
21,DEAR,0.0456480609398097
8,HOUSING_TYPE,0.03760542771021862
19,DPHY,0.007415180335251716
18,DREM,0.0008673703618548995
