,Target samples,Deid. samples
0,1,0
1,0,0
2,4572,92
3,86,3
4,0,0
5,0,0
6,83,5
7,0,0
8,0,0
9,58,6
10,670,74
11,2444,290
12,0,0
13,0,0
14,48,8
15,0,0
16,0,0
17,0,0
18,127,28
19,17,4
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,364,133
28,29,12
29,0,0
30,0,0
31,0,0
32,0,0
33,14,7
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,17,11
40,3,2
41,0,0
42,7,5
43,0,0
44,0,0
45,0,0
46,0,0
47,29,26
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,78,100
57,0,0
58,0,0
59,0,0
60,116,175
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,1,2
68,10,21
69,0,0
70,0,0
71,4,10
72,0,0
73,0,0
74,21,61
75,24,73
76,244,768
77,0,0
78,0,0
79,0,0
80,12,48
81,3,13
82,27,123
83,0,0
84,0,0
85,0,0
86,0,0
87,54,358
88,0,0
89,0,0
90,1,9
91,0,0
92,39,457
93,15,209
94,1,17
95,10,173
96,8,209
97,0,0
98,3,162
99,36,5582
