,feature,divergence
22,PWGTP,12.011738190312768
23,WGTP,6.25347601649797
1,AGEP,2.6376747516323484
14,PINCP,0.8834383996942298
15,PINCP_DECILE,0.573618986801239
13,EDU,0.49340951806283107
7,NPF,0.3651963152073372
0,PUMA,0.35511873809300726
6,NOC,0.26744151675535444
16,POVPIP,0.2637407410775359
11,INDP,0.17204610358026423
12,INDP_CAT,0.11099603210645298
3,MSP,0.10064944382944059
9,OWN_RENT,0.06370674084892856
2,SEX,0.05751960085531005
10,DENSITY,0.05518813108817147
8,HOUSING_TYPE,0.03352206498200381
5,RAC1P,0.027136071741321592
18,DREM,0.024727675593874038
19,DPHY,0.01772427551475394
4,HISP,0.009750251414585683
21,DEAR,0.006020021198372881
17,DVET,0.005933805499153867
20,DEYE,0.003045010583790732
