,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,INDP_CAT,EDU,PINCP_DECILE,DVET,DREM,DPHY,DEYE,DEAR
PUMA,2.3314683517128287e-15,0.005440908741110792,-0.026967531434041916,-0.023199590849099103,-0.1451957964167903,0.032973843626068144,0.0334555579394509,-0.023811759365326937,0.055101382630604906,-0.005466535344806933,-0.031590260103008645,0.09163126024952234,-0.05222953692312324,-0.04443777893394907,-0.05619806545380554,-0.06496113571460221,-0.013811769206211102,0.017238577708343417
AGEP,0.005440908741110792,3.3306690738754696e-16,-0.010340569642979545,0.05010585842259492,0.056407783130476244,0.11402098645944168,0.28764784024234985,0.1894718774579156,0.1480191084378046,0.05149109429511861,0.014830488891007118,-0.4092642767959957,-0.35920956779730495,-0.07998030263510818,-0.2142299083073196,-0.13465212969959794,0.088123263557134,0.17437251280814609
SEX,-0.026967531434041916,-0.010340569642979545,0.0,0.07850485069449462,-0.061175432202255284,-0.016553699400013167,-0.11551682875659466,-0.05045845278944715,0.055729591149183154,-0.06995175731413772,0.0010719808623200558,0.03490506518385944,0.13743078995464558,0.07861270054652379,0.1307729425228363,0.13703284172125713,-0.002516769091727921,-0.05084562650780668
MSP,-0.023199590849099103,0.05010585842259492,0.07850485069449462,0.0,-0.007151440138612681,0.08162460738615669,-0.22884401954706074,-0.11062959321084387,0.30621230135350136,-0.4548043596042357,0.19299544956126852,-0.12852006142619954,0.15227682640038503,0.011678151150256257,0.02188145151573534,0.04619649442981233,-0.0029192574873065716,0.0018297194630804928
HISP,-0.1451957964167903,0.056407783130476244,-0.061175432202255284,-0.007151440138612681,3.6637359812630166e-15,-0.08086748259969419,0.0287591122094204,0.03494247436961716,-0.020996146738673102,-0.01816022609240331,-0.0057968190173838365,0.032308828098392,0.00899925074058898,0.009156804446141767,0.0008698560148540941,0.012425397612234719,0.027739348473330438,0.0035660486692281265
RAC1P,0.032973843626068144,0.11402098645944168,-0.016553699400013167,0.08162460738615669,-0.08086748259969419,-2.55351295663786e-15,-0.08569919661449825,-0.09987737390868906,0.07887075657207546,-0.08801640961863438,0.0012075188441537793,0.05302507512635878,0.020466733486297503,0.0009426235378429508,0.027372379331604725,0.04700295448038255,-0.00037239417489847836,-0.011033038279582696
NOC,0.0334555579394509,0.28764784024234985,-0.11551682875659466,-0.22884401954706074,0.0287591122094204,-0.08569919661449825,-6.661338147750939e-16,-0.03535213344072419,-0.19538197222777315,0.29911515404732797,-0.1708108399912935,0.10362226721453133,-0.07087495901980145,0.005259666863344007,-0.034332922309178365,-0.0658776843394327,0.00593884845365554,-0.029854988231945948
NPF,-0.023811759365326937,0.1894718774579156,-0.05045845278944715,-0.11062959321084387,0.03494247436961716,-0.09987737390868906,-0.03535213344072419,0.0,-0.2616240475912976,0.4765985163329267,-0.15010140973984581,0.1197262079111524,-0.0025919009490736333,0.003358353057667636,-0.014216597362189498,-0.05239915851427193,-0.008557339021366552,-0.03812766179601691
HOUSING_TYPE,0.055101382630604906,0.1480191084378046,0.055729591149183154,0.30621230135350136,-0.020996146738673102,0.07887075657207546,-0.19538197222777315,-0.2616240475912976,-4.440892098500626e-16,-0.14273858390592375,0.22576138006719149,0.06740635325907257,0.06490045757775467,-0.006595848761582469,0.11518129955328135,0.1455880498603984,0.021654854979875154,0.04075756383440662
OWN_RENT,-0.005466535344806933,0.05149109429511861,-0.06995175731413772,-0.4548043596042357,-0.01816022609240331,-0.08801640961863438,0.29911515404732797,0.4765985163329267,-0.14273858390592375,8.881784197001252e-16,-0.20339156115835605,-0.02003903121205103,-0.0008857762912793613,0.003022747089959823,-0.10711790562778511,-0.12464611031000453,0.018867266816396472,-0.023237475714762538
INDP_CAT,-0.031590260103008645,0.014830488891007118,0.0010719808623200558,0.19299544956126852,-0.0057968190173838365,0.0012075188441537793,-0.1708108399912935,-0.15010140973984581,0.22576138006719149,-0.20339156115835605,-6.661338147750939e-16,-0.3084460280706658,0.015320352355288835,0.019484788613559997,0.0038510506377283926,0.013402342384171428,-0.02077283726196448,-0.0389824407760488
EDU,0.09163126024952234,-0.4092642767959957,0.03490506518385944,-0.12852006142619954,0.032308828098392,0.05302507512635878,0.10362226721453133,0.1197262079111524,0.06740635325907257,-0.02003903121205103,-0.3084460280706658,-2.9976021664879227e-15,-0.4129614755925061,-0.0024199600697459925,-0.6678006852864553,-0.6613965827758519,-0.07488763645245966,-0.05306313107984907
PINCP_DECILE,-0.05222953692312324,-0.35920956779730495,0.13743078995464558,0.15227682640038503,0.00899925074058898,0.020466733486297503,-0.07087495901980145,-0.0025919009490736333,0.06490045757775467,-0.0008857762912793613,0.015320352355288835,-0.4129614755925061,0.0,0.013822138915233845,-0.05786202751235797,-0.06518879375659561,-0.05763857046208863,-0.0379210594431091
