,feature,divergence
1,AGEP,6.071105964099596
11,INDP_CAT,3.3274264125069206
13,PINCP,2.4841700250427055
14,PINCP_DECILE,1.6982380255708924
12,EDU,1.4835232481990832
7,NPF,1.4429580081753994
10,DENSITY,1.1139536534600891
15,POVPIP,0.6987547892720305
3,MSP,0.4308569937617115
6,NOC,0.24655730608637624
5,RAC1P,0.16583524767955607
16,DVET,0.1280566062271373
4,HISP,0.10429484204185224
17,DREM,0.08884815331622761
0,PUMA,0.0638378497466402
9,OWN_RENT,0.05945951343560796
18,DPHY,0.038220012966663997
2,SEX,0.03277452037682593
19,DEYE,0.02761060913522033
8,HOUSING_TYPE,0.015375029290842081
20,DEAR,0.005421633125369196
