,Target samples,Deid. samples
0,82,0
1,7043,68
2,327,8
3,4257,145
4,159,6
5,40,2
6,0,0
7,0,0
8,115,10
9,0,0
10,9,1
11,1052,130
12,0,0
13,13,2
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,4,1
21,0,0
22,7418,2061
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,13,5
29,0,0
30,0,0
31,0,0
32,353,166
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,744,499
41,0,0
42,0,0
43,21,16
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,4553,4844
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,15,24
63,0,0
64,0,0
65,0,0
66,0,0
67,67,135
68,0,0
69,4,9
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,23,69
76,39,125
77,0,0
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,516,2476
84,0,0
85,0,0
86,0,0
87,44,301
88,3,22
89,0,0
90,46,410
91,0,0
92,0,0
93,0,0
94,0,0
95,15,318
96,187,4458
97,0,0
98,3,131
99,88,10811
